,회사명,거래소코드,회계년도,외환보유액(천달러),경기동행지수,총자본투자효율,CASH FLOW 대 총자본비율,CASH FLOW 대 부채비율,부가가치율,타인자본회전률,자기자본정상영업이익률,순운전자본회전률,당좌비율,순이익증가율,정상영업이익증가율,부실
178,(주)광명전기,17040,2012,316897731,82.1,10.24,1.98,3.82,11.45,1.82,6.65,0.89,108.82,122.3339053555304,744.11,0.0
179,(주)광명전기,17040,2013,335647450,85.0,18.9,2.72,6.43,19.39,1.98,16.23,0.89,140.2,1488.128071204096,157.45,0.0
180,(주)광명전기,17040,2014,353600472,87.2,17.81,5.27,12.19,18.31,2.43,16.78,0.99,143.94,40.68678670514159,15.58,0.0
181,(주)광명전기,17040,2015,358513845,91.0,17.88,11.4,34.34,20.2,2.25,11.22,0.87,185.96,-2.375328183416195,-25.03,0.0
182,(주)광명전기,17040,2016,361701404,94.1,11.04,7.83,23.57,16.72,2.1,3.89,0.82,145.67,30.40027434478139,-61.29,0.0
183,(주)광명전기,17040,2017,379476576,97.3,6.24,3.65,9.94,9.38,1.94,2.26,0.88,152.9,-117.6235915966434,-39.23,0.0
184,(주)광명전기,17040,2018,393332482,98.7,11.69,0.93,2.67,15.56,2.09,3.33,1.04,161.92,233.0272212053287,48.22,0.0
185,(주)광명전기,17040,2019,397876077,101.2,13.24,5.32,16.25,15.74,2.53,7.82,1.11,175.5,161.8822320951609,145.15,0.0
186,(주)광명전기,17040,2020,430117234,101.6,12.14,7.77,22.97,16.3,2.3,3.94,0.87,181.07,-36.36274619988199,-46.94,0.0
187,(주)광명전기,17040,2021,438319248,106.3,12.94,0.8,2.49,16.04,2.47,2.55,0.87,193.46,29.34043618001306,-32.38,0.0
188,(주)광명전기,17040,2022,399043064,108.8,12.85,-1.0,-3.24,16.01,2.56,3.96,0.87,183.87,-3.817270756377735,61.77,0.0
189,(주)광주신세계,37710,2012,316897731,82.1,18.33,13.27,82.79,36.92,3.06,17.32,0.63,429.24,0.0,-1.21,0.0
190,(주)광주신세계,37710,2013,335647450,85.0,11.74,8.66,22.95,37.3,1.3,14.53,0.79,14.79,0.0,-3.79,0.0
191,(주)광주신세계,37710,2014,353600472,87.2,11.57,8.24,26.34,36.88,0.91,12.09,1.38,19.73,0.0,-7.41,0.0
192,(주)광주신세계,37710,2015,358513845,91.0,11.95,7.76,30.44,38.37,1.1,11.65,1.26,16.98,0.0,5.67,0.0
193,(주)광주신세계,37710,2016,361701404,94.1,12.08,7.8,42.18,37.64,1.45,10.93,1.19,22.37,0.0,2.33,0.0
194,(주)광주신세계,37710,2017,379476576,97.3,12.12,7.74,67.03,37.87,2.13,10.11,1.61,37.15,0.0,0.43,0.0
195,(주)광주신세계,37710,2018,393332482,98.7,10.68,7.55,69.6,55.0,1.79,8.34,1.04,100.09,0.0,-11.05,0.0
196,(주)광주신세계,37710,2019,397876077,101.2,11.28,8.52,70.26,54.8,1.86,8.6,0.94,132.65,0.0,10.05,0.0
197,(주)광주신세계,37710,2020,430117234,101.6,10.35,7.97,72.56,55.04,1.66,7.11,0.75,197.04,0.0,-12.33,0.0
198,(주)광주신세계,37710,2021,438319248,106.3,10.94,7.52,60.22,54.85,1.76,8.39,0.66,231.59,0.0,25.43,0.0
199,(주)광주신세계,37710,2022,399043064,108.8,10.82,7.99,59.09,53.44,1.61,8.54,0.57,262.13,0.0,8.24,0.0
200,(주)구영테크,53270,2012,316897731,82.1,21.14,4.15,5.37,21.87,1.31,20.43,0.9,41.13,352.053071310715,45.14,0.0
201,(주)구영테크,53270,2013,335647450,85.0,27.18,7.65,10.36,23.48,1.47,19.79,1.06,40.24,33.48652701852837,0.06,0.0
202,(주)구영테크,53270,2014,353600472,87.2,26.25,4.63,6.97,24.0,1.59,11.92,1.22,44.53,2.602980851408379,-27.42,0.0
203,(주)구영테크,53270,2015,358513845,91.0,27.54,6.42,9.87,25.82,1.65,11.32,1.3,56.69,85.94327609734113,13.0,0.0
204,(주)구영테크,53270,2016,361701404,94.1,24.69,10.97,16.79,27.76,1.39,7.6,1.19,51.13,-38.86555808968244,-29.42,0.0
205,(주)구영테크,53270,2017,379476576,97.3,20.27,6.63,9.45,25.3,1.25,10.02,1.12,53.8,-46.61464335581821,31.21,0.0
206,(주)구영테크,53270,2018,393332482,98.7,22.95,2.17,3.28,23.81,1.47,8.63,1.39,38.86,336.2279856420412,-5.49,0.0
207,(주)구영테크,53270,2019,397876077,101.2,23.26,2.64,4.05,20.81,1.72,7.46,1.56,40.02,-42.78769883995774,-2.6,0.0
208,(주)구영테크,53270,2020,430117234,101.6,18.95,6.1,9.08,20.41,1.42,4.16,1.19,46.86,-78.52428024794789,-43.91,0.0
209,(주)구영테크,53270,2021,438319248,106.3,21.36,7.95,12.08,23.4,1.41,5.48,1.17,47.28,330.1675493857622,35.94,0.0
210,(주)구영테크,53270,2022,399043064,108.8,24.22,8.2,12.56,21.21,1.81,9.64,1.41,46.46,27.04420924946627,92.65,0.0
211,(주)국동,5320,2012,316897731,82.1,27.7,3.05,3.56,13.19,2.33,89.07,1.5,46.6,171.2968243371124,497.14,0.0
212,(주)국동,5320,2013,335647450,85.0,35.1,1.76,2.23,17.34,2.59,44.47,1.57,50.19,-22.02894711969858,-18.71,0.0
213,(주)국동,5320,2014,353600472,87.2,40.73,-1.35,-1.99,19.54,3.15,46.08,1.82,86.14,121.9500399443996,83.79,0.0
214,(주)국동,5320,2015,358513845,91.0,39.63,2.08,3.11,21.82,2.77,28.92,1.6,80.07,-41.1643101785498,-14.71,0.0
215,(주)국동,5320,2016,361701404,94.1,29.11,1.88,3.22,18.3,2.93,25.47,1.64,107.03,18.58697213389543,22.04,0.0
216,(주)국동,5320,2017,379476576,97.3,24.46,-2.86,-4.77,13.57,2.82,-12.41,1.56,72.3,-244.4371160760404,-155.44,0.0
217,(주)국동,5320,2018,393332482,98.7,38.37,-4.37,-7.21,21.52,3.17,12.65,1.68,80.84,123.5484243629776,0.0,0.0
218,(주)국동,5320,2019,397876077,101.2,40.31,-0.02,-0.03,24.17,3.12,-7.46,1.6,133.41,-314.199239402565,0.0,0.0
219,(주)국동,5320,2020,430117234,101.6,29.65,8.27,15.42,21.14,3.07,35.61,1.45,122.2,335.9466911439598,0.0,0.0
220,(주)국동,5320,2021,438319248,106.3,34.55,0.2,0.5,25.64,2.79,-3.85,1.22,82.63,-174.4787756789343,0.0,0.0
221,(주)국동,5320,2022,399043064,108.8,40.53,-4.36,-11.56,21.5,5.0,16.11,2.07,96.46,117.4888016487234,0.0,0.0
222,(주)국보디자인,66620,2012,316897731,82.1,37.13,16.51,43.42,28.88,3.54,19.87,1.2,216.7,36.75182455234148,22.49,0.0
223,(주)국보디자인,66620,2013,335647450,85.0,34.61,13.88,28.49,27.07,3.35,19.11,1.21,172.74,32.05491054328994,12.06,0.0
224,(주)국보디자인,66620,2014,353600472,87.2,36.51,12.66,28.97,27.32,2.94,19.07,1.09,197.66,0.0565477265463869,13.42,0.0
225,(주)국보디자인,66620,2015,358513845,91.0,37.6,9.02,22.03,27.54,3.34,16.22,1.19,196.06,-1.590456438854079,-4.17,0.0
226,(주)국보디자인,66620,2016,361701404,94.1,34.7,7.9,17.51,27.3,3.12,12.36,1.13,192.59,-0.2778126030246887,-17.77,0.0
227,(주)국보디자인,66620,2017,379476576,97.3,46.62,9.25,23.35,28.32,3.96,24.93,1.38,220.15,24.23884594484983,120.76,0.0
228,(주)국보디자인,66620,2018,393332482,98.7,39.72,5.82,15.32,27.35,3.87,15.84,1.27,229.49,3.987284249567216,-29.09,0.0
229,(주)국보디자인,66620,2019,397876077,101.2,35.7,1.92,4.31,29.53,3.25,9.96,1.09,206.55,14.92177973766939,-29.8,0.0
230,(주)국보디자인,66620,2020,430117234,101.6,31.62,7.49,19.53,29.55,2.85,17.79,1.18,110.11,26.07158923351479,122.74,0.0
231,(주)국보디자인,66620,2021,438319248,106.3,26.0,6.74,19.75,27.79,2.92,13.09,1.54,115.39,-2.776352371880388,0.01,0.0
232,(주)국보디자인,66620,2022,399043064,108.8,35.14,6.54,14.0,25.4,3.08,15.42,1.42,148.88,6.785659895983441,11.72,0.0
233,(주)국영지앤엠,6050,2012,316897731,82.1,21.17,-4.16,-17.58,29.11,2.06,-3.79,1.26,313.98,0.0,0.0,0.0
234,(주)국영지앤엠,6050,2013,335647450,85.0,13.16,-1.07,-4.05,14.88,3.6,2.89,1.72,191.45,0.0,0.0,0.0
235,(주)국영지앤엠,6050,2014,353600472,87.2,13.54,7.83,39.32,15.51,3.61,3.39,1.53,279.88,0.0,19.12,0.0
236,(주)국영지앤엠,6050,2015,358513845,91.0,10.41,3.05,13.17,16.53,3.03,-2.16,1.14,211.5,0.0,0.0,0.0
237,(주)국영지앤엠,6050,2016,361701404,94.1,12.02,-2.02,-8.76,15.34,3.45,0.5,1.26,218.22,0.0,0.0,0.0
238,(주)국영지앤엠,6050,2017,379476576,97.3,14.66,-2.31,-11.33,15.42,4.4,2.73,1.52,238.44,0.0,466.79,0.0
239,(주)국영지앤엠,6050,2018,393332482,98.7,11.58,4.38,30.81,12.41,5.1,-1.76,1.5,261.99,0.0,0.0,0.0
240,(주)국영지앤엠,6050,2019,397876077,101.2,13.95,1.95,8.45,13.11,5.98,1.9,1.87,240.15,0.0,0.0,0.0
241,(주)국영지앤엠,6050,2020,430117234,101.6,9.68,2.23,8.2,10.53,3.7,-3.97,1.4,203.7,0.0,0.0,0.0
242,(주)국영지앤엠,6050,2021,438319248,106.3,2.85,2.81,9.24,3.43,2.81,-13.87,1.15,145.71,0.0,0.0,0.0
243,(주)국영지앤엠,6050,2022,399043064,108.8,16.13,-4.48,-16.35,16.78,3.32,4.51,1.33,177.4,0.0,0.0,0.0
244,(주)국전약품,307750,2020,430117234,101.6,12.93,16.37,36.99,9.27,3.15,17.97,1.33,123.78,0.0,0.0,0.0
245,(주)국전약품,307750,2021,438319248,106.3,14.66,5.84,26.22,18.38,3.45,10.63,1.07,277.82,0.0,5.94,0.0
246,(주)국전약품,307750,2022,399043064,108.8,12.72,-3.07,-5.8,24.05,1.0,3.8,0.49,173.55,294.2888502958496,0.0,0.0
247,(주)그래디언트,35080,2012,316897731,82.1,18.79,-0.4,-0.87,30.62,1.15,3.86,0.8,76.37,203.773982448943,0.0,0.0
248,(주)그래디언트,35080,2013,335647450,85.0,11.03,1.33,2.51,6.02,4.93,8.31,2.65,126.34,86.42401713023155,240.51,0.0
249,(주)그래디언트,35080,2014,353600472,87.2,10.88,8.11,15.26,6.67,3.36,6.17,1.68,120.93,32.2752077878695,6.84,0.0
250,(주)그래디언트,35080,2015,358513845,91.0,11.41,5.09,8.92,6.8,3.18,7.22,1.6,112.29,36.68226754626873,27.72,0.0
251,(주)그래디언트,35080,2016,361701404,94.1,7.31,2.36,3.97,3.94,3.16,5.68,1.55,113.17,-190.7338455341354,-24.01,0.0
252,(주)그래디언트,35080,2017,379476576,97.3,9.5,8.33,14.15,4.84,3.09,3.77,1.49,111.83,-63.11946600211975,-39.77,0.0
253,(주)그래디언트,35080,2018,393332482,98.7,12.57,7.6,12.56,6.61,3.19,2.74,1.53,107.78,93.40823643267106,-33.05,0.0
254,(주)그래디언트,35080,2019,397876077,101.2,13.3,6.35,10.18,6.94,3.09,6.53,1.53,114.41,255.134427930342,126.23,0.0
255,(주)그래디언트,35080,2020,430117234,101.6,10.73,2.1,3.39,5.43,3.01,-1.74,1.56,106.82,-496.5940607631227,0.0,0.0
256,(주)그래디언트,35080,2021,438319248,106.3,13.54,-0.31,-0.48,7.19,3.03,0.41,1.54,117.72,82.20278454198115,0.0,0.0
257,(주)그래디언트,35080,2022,399043064,108.8,8.37,2.22,4.43,4.13,3.67,1.98,1.75,140.46,7477.717111582739,486.16,0.0
258,(주)그리티,204020,2018,393332482,98.7,24.45,-0.05,-0.22,19.63,6.2,12.33,1.26,273.4,-35.27,-20.69,0.0
259,(주)그리티,204020,2019,397876077,101.2,19.31,2.03,10.42,14.46,6.27,3.92,1.19,233.61,-67.50248202300257,-63.78,0.0
260,(주)그리티,204020,2020,430117234,101.6,19.71,0.9,5.12,13.94,7.41,2.94,1.33,269.28,-46.48348421919206,-26.29,0.0
261,(주)그리티,204020,2021,438319248,106.3,10.3,1.95,8.45,8.2,6.16,-10.91,1.32,146.15,-942.8241194497966,0.0,0.0
262,(주)그리티,204020,2022,399043064,108.8,23.69,0.52,2.26,14.65,7.14,4.26,1.72,115.44,126.0802368901362,0.0,0.0
263,(주)그린플러스,186230,2019,397876077,101.2,19.81,-3.68,-7.62,29.33,1.31,16.54,0.96,186.04,13.6,-0.57,0.0
264,(주)그린플러스,186230,2020,430117234,101.6,10.15,0.31,0.51,14.44,1.39,16.62,0.9,128.15,-184.4264663734275,16.91,0.0
265,(주)그린플러스,186230,2021,438319248,106.3,7.45,0.84,2.08,9.1,1.74,10.75,0.98,219.33,-121.8344754383135,-14.15,0.0
266,(주)그린플러스,186230,2022,399043064,108.8,11.05,3.62,8.47,14.1,1.93,5.92,1.0,123.77,25.86620001386974,-29.41,0.0
267,(주)글로벌스탠다드테크놀로지,83450,2012,316897731,82.1,48.01,7.89,23.84,39.87,3.03,25.54,1.25,89.16,98.86160943717344,91.4,0.0
268,(주)글로벌스탠다드테크놀로지,83450,2013,335647450,85.0,41.27,4.44,13.91,31.92,4.28,19.15,1.58,120.96,-15.39019813924361,-7.27,0.0
269,(주)글로벌스탠다드테크놀로지,83450,2014,353600472,87.2,41.61,9.76,35.69,32.67,4.56,18.4,1.57,185.45,32.99275071525894,14.2,0.0
270,(주)글로벌스탠다드테크놀로지,83450,2015,358513845,91.0,46.86,13.52,72.37,38.68,5.25,11.18,1.61,245.8,-27.62402455855719,-30.09,0.0
271,(주)글로벌스탠다드테크놀로지,83450,2016,361701404,94.1,39.07,3.86,12.07,38.46,4.36,8.31,1.45,120.71,-18.57531664344276,-18.86,0.0
272,(주)글로벌스탠다드테크놀로지,83450,2017,379476576,97.3,54.44,8.86,37.61,34.24,6.17,32.02,2.05,161.51,239.256425405695,356.36,0.0
273,(주)글로벌스탠다드테크놀로지,83450,2018,393332482,98.7,50.76,9.68,52.9,41.06,5.99,12.68,1.72,211.68,-34.60749524128186,-53.26,0.0
274,(주)글로벌스탠다드테크놀로지,83450,2019,397876077,101.2,52.25,7.92,32.38,42.48,6.39,23.17,1.75,216.14,74.39192318547502,110.54,0.0
275,(주)글로벌스탠다드테크놀로지,83450,2020,430117234,101.6,49.11,13.71,69.22,41.74,5.42,16.72,1.41,262.68,-13.78778741542938,-17.15,0.0
276,(주)글로벌스탠다드테크놀로지,83450,2021,438319248,106.3,56.37,10.94,41.13,38.18,7.34,35.01,1.97,211.31,151.5670323786717,155.68,0.0
277,(주)글로벌스탠다드테크놀로지,83450,2022,399043064,108.8,53.96,11.32,56.49,43.43,5.94,32.29,1.51,292.92,22.14981556021399,22.7,0.0
278,(주)금호에이치티,214330,2015,358513845,91.0,42.16,1.67,4.87,25.72,4.5,28.17,1.66,148.32,16.89,24.59,0.0
279,(주)금호에이치티,214330,2016,361701404,94.1,31.92,10.64,23.7,23.97,3.7,17.05,1.57,122.14,-44.19872302045226,-29.71,0.0
280,(주)금호에이치티,214330,2017,379476576,97.3,27.0,12.53,31.68,22.56,2.77,10.08,1.3,121.55,-40.9458982268523,-37.57,0.0
281,(주)금호에이치티,214330,2018,393332482,98.7,19.57,3.28,6.89,22.3,2.42,9.73,1.11,122.32,57.96091596480414,17.58,0.0
282,(주)금호에이치티,214330,2019,397876077,101.2,16.36,1.35,2.91,20.99,1.91,2.73,0.87,117.86,-100.9652789335697,-61.32,0.0
283,(주)금호에이치티,214330,2020,430117234,101.6,11.95,3.19,9.07,18.74,1.62,-2.38,0.66,139.87,-12945.49273493479,0.0,0.0
284,(주)금호에이치티,214330,2021,438319248,106.3,6.16,2.14,9.1,12.07,2.04,2.27,0.75,132.74,-81.47219090672768,0.0,0.0
285,(주)금호에이치티,214330,2022,399043064,108.8,7.18,2.13,9.02,11.03,2.66,2.75,0.92,170.84,-27.11123367603407,42.38,0.0
286,(주)금화피에스시,36190,2012,316897731,82.1,68.09,12.85,102.82,66.36,6.98,24.26,1.32,723.2,0.0,24.35,0.0
287,(주)금화피에스시,36190,2013,335647450,85.0,76.39,6.75,38.11,65.73,6.56,23.04,1.49,411.84,228.0685120724529,0.0,0.0
288,(주)금화피에스시,36190,2014,353600472,87.2,81.84,5.9,38.04,68.21,7.61,18.67,1.69,444.23,-6.092079069265503,-13.49,0.0
289,(주)금화피에스시,36190,2015,358513845,91.0,81.27,8.91,42.17,65.1,7.32,19.59,1.76,350.4,5.975608918313164,18.06,0.0
290,(주)금화피에스시,36190,2016,361701404,94.1,63.44,13.24,61.43,58.05,5.45,18.77,1.38,354.14,5.473158668965546,7.71,0.0
291,(주)금화피에스시,36190,2017,379476576,97.3,48.16,17.0,83.07,54.21,4.39,19.19,1.07,379.24,-15.736295013873,13.58,0.0
292,(주)금화피에스시,36190,2018,393332482,98.7,52.97,13.11,82.35,59.59,5.23,20.44,1.13,486.58,96.73442766111316,22.21,0.0
293,(주)금화피에스시,36190,2019,397876077,101.2,46.68,8.04,53.54,62.79,4.98,14.92,0.96,471.78,-30.19509676603175,-17.05,0.0
294,(주)금화피에스시,36190,2020,430117234,101.6,50.51,6.49,52.27,63.12,5.97,10.86,1.12,563.55,8.178635445379506,-21.36,0.0
295,(주)금화피에스시,36190,2021,438319248,106.3,47.99,5.54,51.13,61.86,7.16,9.34,1.26,667.85,-22.74971195091907,0.0,0.0
296,(주)금화피에스시,36190,2022,399043064,108.8,40.7,3.25,12.7,65.55,3.66,9.75,1.07,335.51,20.0986538054384,8.91,0.0
297,(주)까스텔바작,308100,2019,397876077,101.2,17.97,7.16,51.68,19.66,5.65,12.93,1.06,292.61,-38.74,-38.12,0.0
298,(주)까스텔바작,308100,2020,430117234,101.6,12.65,1.07,4.99,19.49,3.9,9.53,0.86,348.08,-30.1909100119599,-16.46,0.0
299,(주)까스텔바작,308100,2021,438319248,106.3,0.11,0.29,0.72,0.17,2.19,-5.72,0.81,130.71,-240.3584978132138,0.0,0.0
300,(주)까스텔바작,308100,2022,399043064,108.8,1.49,-0.56,-1.15,2.86,1.19,-14.33,0.62,67.77,-37.6357196478476,0.0,0.0
301,(주)나노신소재,121600,2012,316897731,82.1,12.47,-0.75,-4.37,36.05,1.78,-1.22,0.44,166.59,-130.860528301275,0.0,0.0
302,(주)나노신소재,121600,2013,335647450,85.0,15.63,2.39,16.69,39.08,2.52,2.44,0.55,337.48,180.6501134971785,0.0,0.0
303,(주)나노신소재,121600,2014,353600472,87.2,20.53,2.3,16.35,52.7,2.83,6.19,0.55,297.38,225.1266079357829,164.82,0.0
304,(주)나노신소재,121600,2015,358513845,91.0,26.47,7.69,67.07,51.21,4.39,13.43,0.7,446.77,101.8140010354423,145.9,0.0
305,(주)나노신소재,121600,2016,361701404,94.1,23.53,10.85,137.38,48.21,5.07,8.31,0.61,859.5,-22.41213357887781,-30.8,0.0
306,(주)나노신소재,121600,2017,379476576,97.3,24.17,9.07,133.43,47.18,7.18,10.63,0.69,783.43,14.94650388935596,35.52,0.0
307,(주)나노신소재,121600,2018,393332482,98.7,24.86,6.86,70.14,46.85,6.67,10.19,0.73,401.62,12.35714288852675,2.56,0.0
308,(주)나노신소재,121600,2019,397876077,101.2,22.56,7.78,97.77,47.02,5.51,5.63,0.62,690.04,-24.37991918526737,-41.21,0.0
309,(주)나노신소재,121600,2020,430117234,101.6,15.95,9.68,71.27,35.06,4.3,1.57,0.62,413.51,-71.56606311083439,-71.54,0.0
310,(주)나노신소재,121600,2021,438319248,106.3,22.34,7.98,45.13,44.35,3.4,5.96,0.69,321.15,350.4040535084454,290.87,0.0
311,(주)나노신소재,121600,2022,399043064,108.8,18.62,7.02,100.97,49.81,4.4,11.26,0.58,1042.42,158.1598822434898,194.02,0.0
312,(주)나래나노텍,137080,2022,399043064,108.8,15.11,1.78,4.27,31.82,1.07,2.29,0.6,95.96,-85.57,-91.54,0.0
313,(주)나무가,190510,2015,358513845,91.0,27.32,9.62,13.66,13.79,3.11,64.45,1.71,94.95,365.67,1342.51,0.0
314,(주)나무가,190510,2016,361701404,94.1,13.51,13.54,21.36,9.05,2.19,-1.01,1.13,105.36,-149.3653966191574,0.0,0.0
315,(주)나무가,190510,2017,379476576,97.3,-1.51,-11.81,-15.03,-0.84,2.18,-61.54,1.25,60.56,-876.9525832337928,0.0,0.0
316,(주)나무가,190510,2018,393332482,98.7,30.9,-7.32,-10.43,11.73,3.21,5.63,1.97,76.85,108.7617652801185,0.0,0.0
317,(주)나무가,190510,2019,397876077,101.2,20.7,9.34,12.09,11.12,3.1,6.69,1.83,51.97,-116.3432267565917,43.55,0.0
318,(주)나무가,190510,2020,430117234,101.6,20.14,2.31,2.93,7.22,3.47,-5.47,2.11,43.74,-1246.644616589782,-184.85,0.0
319,(주)나무가,190510,2021,438319248,106.3,36.95,13.75,20.49,12.75,4.32,40.2,2.47,40.44,302.6425141270862,0.0,0.0
320,(주)나무가,190510,2022,399043064,108.8,36.89,23.02,53.32,15.56,4.92,35.65,2.36,119.82,95.99121050386692,40.97,0.0
321,(주)나스미디어,89600,2013,335647450,85.0,18.03,-4.81,-11.41,70.74,0.56,12.14,0.19,226.23,-13.01,-20.42,0.0
322,(주)나스미디어,89600,2014,353600472,87.2,22.02,-2.11,-5.89,71.92,0.79,14.49,0.24,269.88,0.0,41.99,0.0
323,(주)나스미디어,89600,2015,358513845,91.0,19.77,6.55,12.87,61.6,0.85,17.7,0.29,178.32,0.0,35.94,0.0
324,(주)나스미디어,89600,2016,361701404,94.1,14.85,6.49,10.73,56.03,0.44,14.78,0.21,133.63,-61.79599696765211,0.0,0.0
325,(주)나스미디어,89600,2017,379476576,97.3,25.99,5.03,8.45,68.29,0.69,29.54,0.32,140.61,122.8127913470358,122.23,0.0
326,(주)나스미디어,89600,2018,393332482,98.7,24.7,5.95,11.19,70.24,0.61,18.5,0.27,157.27,-22.79092123527125,-27.27,0.0
327,(주)나스미디어,89600,2019,397876077,101.2,25.32,7.55,13.25,77.09,0.64,20.71,0.28,147.79,9.165485469404407,22.5,0.0
328,(주)나스미디어,89600,2020,430117234,101.6,20.77,9.42,17.96,78.51,0.53,15.24,0.21,172.51,2.891498200860982,-11.75,0.0
329,(주)나스미디어,89600,2021,438319248,106.3,18.99,9.34,17.05,75.0,0.51,15.56,0.2,164.49,17.22782899700725,21.91,0.0
330,(주)나스미디어,89600,2022,399043064,108.8,19.42,6.42,12.07,66.01,0.56,14.24,0.22,166.07,6.63086420672648,0.54,0.0
331,(주)나이스디앤비,130580,2012,316897731,82.1,44.65,13.25,76.92,57.4,4.55,16.43,0.8,610.17,0.0,12.09,0.0
332,(주)나이스디앤비,130580,2013,335647450,85.0,42.29,14.07,88.52,58.57,4.57,15.29,0.74,674.02,0.0,3.52,0.0
333,(주)나이스디앤비,130580,2014,353600472,87.2,40.43,14.31,78.48,59.42,4.24,17.02,0.69,593.78,0.0,23.85,0.0
334,(주)나이스디앤비,130580,2015,358513845,91.0,41.82,14.14,72.24,60.55,3.53,16.54,0.71,462.5,-84.89998153745775,0.0,0.0
335,(주)나이스디앤비,130580,2016,361701404,94.1,52.98,14.62,87.83,63.12,4.85,20.32,0.94,463.9,31.18971745913606,30.79,0.0
336,(주)나이스디앤비,130580,2017,379476576,97.3,57.81,15.42,86.21,64.16,5.59,23.4,1.15,354.98,11.96685800610031,30.76,0.0
337,(주)나이스디앤비,130580,2018,393332482,98.7,63.21,17.03,84.21,68.82,5.24,24.9,1.24,342.55,44.98688200917604,23.29,0.0
338,(주)나이스디앤비,130580,2019,397876077,101.2,62.42,15.79,66.84,63.51,5.15,24.31,1.31,317.02,21.29959034761955,22.78,0.0
339,(주)나이스디앤비,130580,2020,430117234,101.6,61.28,18.24,84.76,65.07,4.4,21.91,1.08,340.45,0.0973461235791353,10.08,0.0
340,(주)나이스디앤비,130580,2021,438319248,106.3,56.22,18.22,78.21,65.59,4.14,22.91,1.0,349.11,24.23072072528453,20.22,0.0
341,(주)나이스디앤비,130580,2022,399043064,108.8,53.65,16.95,79.62,62.03,3.94,18.98,0.97,344.25,1.664408811289225,-8.51,0.0
342,(주)나이스홀딩스,34310,2012,316897731,82.1,8.52,7.41,36.25,19.95,2.05,12.47,1.27,130.45,32.52261818164186,-3.6,0.0
343,(주)나이스홀딩스,34310,2013,335647450,85.0,34.79,7.59,22.3,39.93,3.81,15.17,1.79,157.87,42.18594642814036,63.76,0.0
344,(주)나이스홀딩스,34310,2014,353600472,87.2,29.76,10.07,22.9,37.83,2.29,11.6,1.13,123.26,-15.71822153598796,-1.98,0.0
345,(주)나이스홀딩스,34310,2015,358513845,91.0,33.44,9.35,21.24,38.09,2.04,13.39,1.06,110.48,17.13108609923031,27.11,0.0
346,(주)나이스홀딩스,34310,2016,361701404,94.1,36.39,8.03,17.81,38.06,2.28,17.29,1.1,128.74,44.28850201089255,39.11,0.0
347,(주)나이스홀딩스,34310,2017,379476576,97.3,29.52,7.71,15.53,35.47,1.93,14.85,0.91,137.26,2.172019462905681,-3.41,0.0
348,(주)나이스홀딩스,34310,2018,393332482,98.7,28.22,8.68,16.65,38.04,1.61,13.38,0.82,120.89,7.06293562740686,4.68,0.0
349,(주)나이스홀딩스,34310,2019,397876077,101.2,26.2,9.93,18.99,35.78,1.52,13.63,0.79,125.45,-21.78827589234236,20.19,0.0
350,(주)나이스홀딩스,34310,2020,430117234,101.6,22.99,10.44,19.26,30.53,1.46,12.38,0.76,118.18,-31.85126103901878,-0.7,0.0
351,(주)나이스홀딩스,34310,2021,438319248,106.3,24.89,8.74,15.28,31.32,1.51,11.23,0.82,103.15,90.9287923719503,-5.8,0.0
352,(주)나이스홀딩스,34310,2022,399043064,108.8,23.94,6.36,10.45,29.39,1.44,11.0,0.8,90.28,-31.70543519970731,0.67,0.0
353,(주)나인테크,267320,2020,430117234,101.6,6.12,-8.32,-13.55,6.83,1.46,11.59,0.91,111.01,0.0,0.0,0.0
354,(주)나인테크,267320,2021,438319248,106.3,-0.21,-8.96,-13.04,-0.28,1.24,-28.23,0.77,78.48,0.0,0.0,0.0
355,(주)나인테크,267320,2022,399043064,108.8,7.66,4.02,5.03,12.38,0.77,18.05,0.49,56.62,-97.06733741001116,0.0,0.0
356,(주)네오셈,253590,2019,397876077,101.2,12.48,-7.61,-18.3,29.41,1.02,-8.89,0.52,249.85,35.27758865768815,0.0,0.0
357,(주)네오셈,253590,2020,430117234,101.6,31.93,7.0,21.57,42.01,2.05,29.75,0.92,281.71,614.5315613051537,0.0,0.0
358,(주)네오셈,253590,2021,438319248,106.3,18.94,5.22,12.22,45.25,1.27,10.3,0.61,546.96,-30.10775203954442,-59.62,0.0
359,(주)네오셈,253590,2022,399043064,108.8,19.78,3.33,6.35,34.65,1.4,14.78,0.64,80.86,77.1505915006955,72.5,0.0
360,(주)네오오토,212560,2015,358513845,91.0,28.11,19.56,39.87,29.34,2.14,17.84,1.73,100.92,12.0,11.73,0.0
361,(주)네오오토,212560,2016,361701404,94.1,27.28,15.79,32.37,26.18,2.25,15.42,2.03,74.76,0.0,8.88,0.0
362,(주)네오오토,212560,2017,379476576,97.3,21.82,12.6,26.74,23.32,1.97,2.27,1.76,80.85,0.0,-84.02,0.0
363,(주)네오오토,212560,2018,393332482,98.7,17.1,12.81,28.09,21.15,1.78,3.23,1.56,76.68,0.0,50.83,0.0
364,(주)네오오토,212560,2019,397876077,101.2,17.3,12.58,28.75,20.61,1.87,1.01,1.6,92.74,0.0,-67.18,0.0
365,(주)네오오토,212560,2020,430117234,101.6,18.2,10.07,23.55,22.38,1.9,3.65,1.37,87.38,0.0,271.89,0.0
