,회사명,거래소코드,회계년도,외환보유액(천달러),경기동행지수,총자본투자효율,CASH FLOW 대 총자본비율,CASH FLOW 대 부채비율,부가가치율,타인자본회전률,자기자본정상영업이익률,순운전자본회전률,당좌비율,순이익증가율,정상영업이익증가율,부실
6700,(주)휴비츠,65510,2021,438319248,106.3,19.75,10.77,28.28,31.89,1.47,10.77,0.91,63.44,400.6496003171038,41.0,0.0
6701,(주)휴비츠,65510,2022,399043064,108.8,26.04,8.94,23.37,42.17,1.73,18.57,0.99,62.45,82.6875390167247,96.29,0.0
6702,(주)휴스틸,5010,2012,316897731,82.1,15.8,6.46,21.49,14.92,3.66,10.73,1.56,80.07,-26.97085985102268,1.19,0.0
6703,(주)휴스틸,5010,2013,335647450,85.0,11.68,3.23,11.66,11.97,3.39,4.36,1.52,87.22,-76.10055423349887,-58.13,0.0
6704,(주)휴스틸,5010,2014,353600472,87.2,13.7,2.44,7.78,14.32,3.29,4.84,1.49,64.86,143.172166170092,12.31,0.0
6705,(주)휴스틸,5010,2015,358513845,91.0,12.46,11.1,47.45,14.6,2.91,2.08,1.32,93.32,-95.39149410730342,-57.72,0.0
6706,(주)휴스틸,5010,2016,361701404,94.1,9.69,6.86,20.05,15.62,2.27,0.35,1.09,81.38,-180.2424380561101,-83.62,0.0
6707,(주)휴스틸,5010,2017,379476576,97.3,11.31,-8.77,-20.49,10.79,2.86,5.96,1.38,82.69,762.5409215690153,1586.57,0.0
6708,(주)휴스틸,5010,2018,393332482,98.7,13.94,1.76,5.39,14.29,2.46,4.58,1.1,78.46,366.2881875440255,-21.01,0.0
6709,(주)휴스틸,5010,2019,397876077,101.2,8.5,10.58,33.56,9.17,2.83,-3.22,1.21,89.9,-172.9907915991564,-171.97,0.0
6710,(주)휴스틸,5010,2020,430117234,101.6,11.55,2.47,7.86,19.08,1.96,4.35,0.92,109.18,168.892586024985,0.0,0.0
6711,(주)휴스틸,5010,2021,438319248,106.3,11.37,1.26,3.69,17.56,2.39,12.15,1.27,100.18,339.6035122793919,258.01,0.0
6712,(주)휴스틸,5010,2022,399043064,108.8,29.64,8.67,35.2,34.68,3.31,37.67,1.45,226.66,497.9766806829039,357.52,0.0
6713,(주)휴온스,243070,2017,379476576,97.3,43.64,14.3,35.96,32.37,3.39,27.77,1.28,165.05,130.0886103257078,0.0,0.0
6714,(주)휴온스,243070,2018,393332482,98.7,44.23,10.16,30.52,33.83,3.92,30.69,1.39,170.58,30.82701742189125,28.06,0.0
6715,(주)휴온스,243070,2019,397876077,101.2,38.06,10.49,30.85,31.31,3.93,26.45,1.34,152.66,-16.10515106150723,6.95,0.0
6716,(주)휴온스,243070,2020,430117234,101.6,34.87,10.64,25.61,35.71,2.96,24.51,1.18,164.37,51.24690297951447,11.83,0.0
6717,(주)휴온스,243070,2021,438319248,106.3,27.7,12.72,33.44,27.7,2.63,16.73,1.14,114.49,-45.9572785237951,0.0,0.0
6718,(주)휴온스,243070,2022,399043064,108.8,27.74,9.27,23.66,26.63,2.8,14.64,1.34,166.78,-26.06974043278947,-9.75,0.0
6719,(주)휴온스글로벌,84110,2012,316897731,82.1,26.01,9.64,19.32,35.6,1.46,15.96,0.84,135.65,-68.17081096803592,0.0,0.0
6720,(주)휴온스글로벌,84110,2013,335647450,85.0,33.84,12.01,30.58,44.11,1.95,22.31,0.92,136.73,217.4721718588952,0.0,0.0
6721,(주)휴온스글로벌,84110,2014,353600472,87.2,31.75,10.52,40.49,44.32,2.48,19.19,0.94,219.41,7.20397345044966,7.73,0.0
6722,(주)휴온스글로벌,84110,2015,358513845,91.0,32.5,12.69,53.27,41.67,3.48,24.01,1.03,230.56,65.40439626244728,70.6,0.0
6723,(주)휴온스글로벌,84110,2016,361701404,94.1,11.2,6.31,34.07,38.09,1.84,8.34,0.58,203.15,1198.971160943484,-43.72,0.0
6724,(주)휴온스글로벌,84110,2017,379476576,97.3,24.5,5.55,30.1,45.41,3.04,12.83,1.03,198.89,-90.7262493770017,109.94,0.0
6725,(주)휴온스글로벌,84110,2018,393332482,98.7,25.18,7.5,37.59,44.75,3.09,13.19,1.12,174.76,24.51510068279671,12.03,0.0
6726,(주)휴온스글로벌,84110,2019,397876077,101.2,22.27,8.01,37.09,36.78,3.05,13.02,1.16,153.96,-5.617615406076055,7.28,0.0
6727,(주)휴온스글로벌,84110,2020,430117234,101.6,17.59,8.23,26.59,31.91,2.3,14.43,0.96,143.1,58.75241693744916,22.41,0.0
6728,(주)휴온스글로벌,84110,2021,438319248,106.3,16.51,3.88,11.52,36.56,1.34,8.62,0.6,149.18,-64.77384179604768,0.0,0.0
6729,(주)휴온스글로벌,84110,2022,399043064,108.8,13.42,4.59,12.49,25.1,1.49,10.57,0.68,135.68,-204.3411719398149,17.91,0.0
6730,(주)흥국,10240,2012,316897731,82.1,18.75,12.87,24.54,18.59,1.87,13.37,1.54,170.22,-50.03545522410479,-45.43,0.0
6731,(주)흥국,10240,2013,335647450,85.0,19.66,11.74,25.28,20.97,1.83,11.41,1.23,128.76,-7.684495157537439,-9.9,0.0
6732,(주)흥국,10240,2014,353600472,87.2,18.76,7.54,17.96,20.32,2.02,6.85,1.24,188.77,-48.69354167274716,-37.67,0.0
6733,(주)흥국,10240,2015,358513845,91.0,19.14,7.48,20.66,21.84,2.15,5.71,1.17,141.41,-15.55050697695864,-14.95,0.0
6734,(주)흥국,10240,2016,361701404,94.1,23.23,9.47,33.29,25.73,2.71,10.68,1.38,102.35,156.5833323879107,94.65,0.0
6735,(주)흥국,10240,2017,379476576,97.3,26.59,6.31,21.62,22.65,4.31,16.81,2.09,117.45,92.13514600239596,71.22,0.0
6736,(주)흥국,10240,2018,393332482,98.7,27.09,8.15,26.97,20.28,4.77,19.06,1.99,137.81,19.61974866424302,26.24,0.0
6737,(주)흥국,10240,2019,397876077,101.2,24.39,12.03,44.69,21.56,4.05,13.76,1.54,150.5,-15.79665581179644,-20.22,0.0
6738,(주)흥국,10240,2020,430117234,101.6,26.13,7.41,23.29,23.82,4.01,22.06,1.5,183.1,67.84850413476518,75.62,0.0
6739,(주)흥국,10240,2021,438319248,106.3,25.93,3.35,12.22,21.65,4.23,17.3,1.57,180.99,0.9221712008133176,-11.36,0.0
6740,(주)흥국,10240,2022,399043064,108.8,21.61,8.47,38.99,18.89,4.64,12.6,1.52,285.56,-27.92547577621321,-18.96,0.0
6741,(주)흥국에프엔비,189980,2015,358513845,91.0,21.35,8.5,57.69,40.44,2.86,19.43,1.31,234.49,7.93,7.99,0.0
6742,(주)흥국에프엔비,189980,2016,361701404,94.1,21.03,8.28,48.41,34.0,3.68,6.57,1.3,107.28,-49.30254423237459,-54.38,0.0
6743,(주)흥국에프엔비,189980,2017,379476576,97.3,21.37,7.18,39.34,33.42,3.7,5.1,1.35,179.94,-21.74414783658155,-26.63,0.0
6744,(주)흥국에프엔비,189980,2018,393332482,98.7,19.46,6.06,22.43,33.43,2.73,7.26,0.99,109.47,5.391512212365328,47.76,0.0
6745,(주)흥국에프엔비,189980,2019,397876077,101.2,22.97,7.94,28.11,38.15,2.27,9.39,0.89,111.08,92.09333408189912,36.71,0.0
6746,(주)흥국에프엔비,189980,2020,430117234,101.6,21.38,7.83,30.53,39.25,2.06,3.73,0.81,121.53,-26.29102572321803,-57.35,0.0
6747,(주)흥국에프엔비,189980,2021,438319248,106.3,21.32,8.73,22.8,39.32,1.93,8.91,0.9,83.71,61.68121446882338,170.05,0.0
6748,(주)흥국에프엔비,189980,2022,399043064,108.8,18.05,6.15,11.02,39.07,1.16,12.03,0.99,96.31,88.21855607401443,56.57,0.0
6749,(주)힘스,238490,2017,379476576,97.3,39.53,11.5,41.1,31.33,3.94,41.95,1.75,189.36,144.74,137.62,0.0
6750,(주)힘스,238490,2018,393332482,98.7,17.61,3.42,17.66,32.39,2.16,-3.26,0.73,169.56,0.0,0.0,0.0
6751,(주)힘스,238490,2019,397876077,101.2,26.46,-4.43,-14.78,26.98,4.41,13.59,1.49,110.96,0.0,0.0,0.0
6752,(주)힘스,238490,2020,430117234,101.6,41.19,36.2,250.62,35.24,8.09,32.12,1.79,460.31,140.9149294793262,0.0,0.0
6753,(주)힘스,238490,2021,438319248,106.3,19.17,17.6,142.82,31.96,4.3,-5.76,1.0,283.56,-102.5655385203061,0.0,0.0
6754,(주)힘스,238490,2022,399043064,108.8,5.24,-7.78,-35.2,13.22,2.25,-19.54,0.71,123.26,-1858.623400514735,0.0,0.0
6755,CS홀딩스(주),590,2012,316897731,82.1,12.18,1.9,16.84,22.55,4.34,4.65,1.33,372.19,-44.35383372239944,-37.18,0.0
6756,CS홀딩스(주),590,2013,335647450,85.0,18.39,4.36,33.86,29.44,5.65,9.05,1.41,443.51,98.72107651367556,118.47,0.0
6757,CS홀딩스(주),590,2014,353600472,87.2,17.85,6.82,49.35,32.83,4.28,9.81,0.98,448.76,10.36915489508337,24.26,0.0
6758,CS홀딩스(주),590,2015,358513845,91.0,22.46,7.28,53.12,46.06,3.7,9.65,0.78,505.32,106.1207431353695,8.1,0.0
6759,CS홀딩스(주),590,2016,361701404,94.1,16.55,7.39,67.8,39.5,3.46,7.81,0.62,664.96,-42.10625538253198,-12.62,0.0
6760,CS홀딩스(주),590,2017,379476576,97.3,14.19,5.53,50.71,35.47,3.72,6.41,0.59,661.39,-16.76892984135516,-14.1,0.0
6761,CS홀딩스(주),590,2018,393332482,98.7,12.65,4.44,45.6,31.42,3.91,4.9,0.58,772.8,-11.38218950920781,-21.82,0.0
6762,CS홀딩스(주),590,2019,397876077,101.2,14.32,4.69,52.36,33.34,4.67,6.07,0.64,870.24,31.34796528385196,27.82,0.0
6763,CS홀딩스(주),590,2020,430117234,101.6,12.73,5.27,60.52,31.31,4.68,5.47,0.62,836.18,-28.7191280213097,-6.6,0.0
6764,CS홀딩스(주),590,2021,438319248,106.3,15.13,3.24,27.6,33.65,4.56,6.47,0.74,493.15,77.98995200753266,23.56,0.0
6765,CS홀딩스(주),590,2022,399043064,108.8,13.52,3.47,37.48,28.09,4.66,4.87,0.77,722.51,-10.81051149157681,-20.44,0.0
6766,KB오토시스(주),24120,2012,316897731,82.1,26.27,5.26,11.41,21.36,2.55,11.78,1.49,80.24,154.1761510450974,77.68,0.0
6767,KB오토시스(주),24120,2013,335647450,85.0,26.25,10.31,21.17,23.44,2.47,13.2,1.49,83.48,3.250899122839523,17.02,0.0
6768,KB오토시스(주),24120,2014,353600472,87.2,25.08,8.52,18.17,25.13,2.09,9.97,1.33,76.12,-14.33627831579703,-21.13,0.0
6769,KB오토시스(주),24120,2015,358513845,91.0,27.47,6.7,13.7,26.98,2.22,13.77,1.43,82.37,50.88537088600771,44.92,0.0
6770,KB오토시스(주),24120,2016,361701404,94.1,33.59,11.25,24.45,28.49,2.62,26.16,1.65,91.37,164.2170092047963,112.76,0.0
6771,KB오토시스(주),24120,2017,379476576,97.3,29.75,12.95,29.97,27.12,2.53,22.71,1.46,83.22,-13.98484474505754,-0.84,0.0
6772,KB오토시스(주),24120,2018,393332482,98.7,29.23,15.49,44.36,28.02,2.63,16.21,1.32,124.27,3.853396840104793,-20.68,0.0
6773,KB오토시스(주),24120,2019,397876077,101.2,28.83,14.48,50.37,28.06,3.21,12.86,1.4,135.98,-16.13890509342519,-12.94,0.0
6774,KB오토시스(주),24120,2020,430117234,101.6,21.02,6.08,18.9,24.1,2.93,5.99,1.17,125.72,-68.97065492605583,-51.55,0.0
6775,KB오토시스(주),24120,2021,438319248,106.3,13.97,1.78,4.93,17.18,2.44,-5.0,1.03,122.33,-112.2192718066188,0.0,0.0
6776,KB오토시스(주),24120,2022,399043064,108.8,16.14,-1.14,-2.25,18.53,2.2,2.41,1.21,72.31,371.6650510222959,0.0,0.0
6777,KCW(주),68060,2012,316897731,82.1,33.45,8.8,13.65,28.76,1.85,12.56,1.17,70.76,10.22516821072753,13.77,0.0
6778,KCW(주),68060,2013,335647450,85.0,34.08,7.17,11.35,28.29,1.92,8.81,1.21,82.95,8.512202063757627,-25.16,0.0
6779,KCW(주),68060,2014,353600472,87.2,35.32,9.62,15.94,27.35,2.08,9.33,1.29,87.6,-34.31520085033768,13.26,0.0
6780,KISCO홀딩스(주),1940,2012,316897731,82.1,9.04,5.01,51.69,12.0,6.85,4.03,1.55,487.24,234.0818736044427,0.0,0.0
6781,KISCO홀딩스(주),1940,2013,335647450,85.0,11.57,4.65,26.51,12.0,8.34,0.79,2.08,248.01,-43.37754933683363,-74.11,0.0
6782,KISCO홀딩스(주),1940,2014,353600472,87.2,9.53,4.49,24.76,11.34,4.71,0.6,1.33,243.69,-25.59769813496481,-6.31,0.0
6783,KISCO홀딩스(주),1940,2015,358513845,91.0,15.45,8.56,58.71,19.99,4.78,7.75,1.25,385.24,425.0043623566493,1223.63,0.0
6784,KISCO홀딩스(주),1940,2016,361701404,94.1,14.45,10.59,71.95,20.41,4.98,7.03,1.1,442.89,-0.2328864394449067,-3.65,0.0
6785,KISCO홀딩스(주),1940,2017,379476576,97.3,7.07,8.92,57.74,8.62,5.43,7.69,1.06,439.65,-109.3006352553722,11.83,0.0
6786,KISCO홀딩스(주),1940,2018,393332482,98.7,10.49,7.38,42.85,12.33,5.3,4.92,1.0,404.8,601.5237326956358,-35.93,0.0
6787,KISCO홀딩스(주),1940,2019,397876077,101.2,11.75,4.65,31.53,15.47,4.77,4.42,0.89,499.6,73.15369073525827,-7.71,0.0
6788,KISCO홀딩스(주),1940,2020,430117234,101.6,11.53,6.72,45.75,16.95,4.63,6.21,0.81,525.17,-41.98640612165143,43.63,0.0
6789,KISCO홀딩스(주),1940,2021,438319248,106.3,20.02,8.18,51.62,21.38,6.36,14.57,1.12,479.39,388.93200984514,142.79,0.0
6790,KISCO홀딩스(주),1940,2022,399043064,108.8,16.38,6.67,48.27,15.7,7.14,13.57,1.21,546.19,-30.52878167365625,-1.41,0.0
6791,LS일렉트릭(주),10120,2012,316897731,82.1,26.17,5.88,10.04,23.69,2.05,19.1,1.4,152.95,39.50364013565606,20.24,0.0
6792,LS일렉트릭(주),10120,2013,335647450,85.0,25.5,5.2,9.31,22.78,2.0,19.83,1.34,198.33,17.198279944479,13.47,0.0
6793,LS일렉트릭(주),10120,2014,353600472,87.2,23.4,5.95,10.49,23.4,1.85,16.41,1.18,167.51,-7.759671445637563,-9.92,0.0
6794,LS일렉트릭(주),10120,2015,358513845,91.0,24.38,5.83,10.61,24.94,1.74,15.38,1.06,199.46,-32.89916108006804,-2.01,0.0
6795,LS일렉트릭(주),10120,2016,361701404,94.1,23.77,7.57,14.32,24.29,1.82,11.96,1.08,186.71,14.44853268211806,-19.42,0.0
6796,LS일렉트릭(주),10120,2017,379476576,97.3,25.78,8.57,17.46,24.81,2.04,14.31,1.13,192.24,31.27887826054305,27.34,0.0
6797,LS일렉트릭(주),10120,2018,393332482,98.7,25.82,7.26,15.76,24.99,2.24,16.77,1.16,191.3,24.74462577935229,29.41,0.0
6798,LS일렉트릭(주),10120,2019,397876077,101.2,23.89,8.29,17.9,25.84,2.06,12.67,1.01,195.1,-22.07611847995596,-17.8,0.0
6799,LS일렉트릭(주),10120,2020,430117234,101.6,22.84,9.94,22.41,24.15,2.09,9.63,1.02,228.63,-17.03864513838217,-20.67,0.0
6800,LS일렉트릭(주),10120,2021,438319248,106.3,21.59,6.98,14.75,22.63,2.18,10.75,1.06,192.39,-0.2049480949101256,16.02,0.0
6801,LS일렉트릭(주),10120,2022,399043064,108.8,19.74,-0.66,-1.24,19.42,2.18,12.41,1.04,135.3,6.915519953464965,20.88,0.0
6802,가온전선(주),500,2012,316897731,82.1,9.57,1.87,3.82,4.92,4.01,5.7,2.19,142.58,133.2117636185535,175.79,0.0
6803,가온전선(주),500,2013,335647450,85.0,11.29,5.35,10.71,6.79,3.44,7.3,1.97,161.54,96.98336591809276,30.42,0.0
6804,가온전선(주),500,2014,353600472,87.2,9.98,3.81,7.87,5.74,3.43,4.3,2.06,140.29,-106.7660028610131,-41.26,0.0
6805,가온전선(주),500,2015,358513845,91.0,8.9,5.43,10.97,5.93,3.09,3.75,1.82,141.24,479.2096927687741,-13.83,0.0
6806,가온전선(주),500,2016,361701404,94.1,9.39,7.14,14.56,6.51,2.92,6.37,1.65,125.67,86.7499765895683,70.08,0.0
6807,가온전선(주),500,2017,379476576,97.3,9.22,2.09,4.04,5.94,3.14,3.0,1.76,116.04,-63.53141924772715,-53.19,0.0
6808,가온전선(주),500,2018,393332482,98.7,9.48,1.18,2.34,5.94,3.09,1.99,1.85,145.5,-93.2006863799234,-34.21,0.0
6809,가온전선(주),500,2019,397876077,101.2,10.69,1.67,3.35,6.6,3.18,2.75,1.93,123.57,5423.552607631797,37.61,0.0
6810,가온전선(주),500,2020,430117234,101.6,12.48,-0.04,-0.08,7.9,3.21,4.86,1.88,112.05,74.00210583967794,77.71,0.0
6811,가온전선(주),500,2021,438319248,106.3,10.31,-1.71,-2.89,6.35,2.74,6.18,1.65,119.62,-38.41052949176736,0.0,0.0
6812,가온전선(주),500,2022,399043064,108.8,10.68,0.94,1.58,5.67,3.37,9.97,1.94,114.35,78.734578555825,71.75,0.0
6813,강남제비스코(주),860,2012,316897731,82.1,16.4,3.9,18.36,20.6,3.97,6.8,1.51,248.22,15.15546612521404,15.19,0.0
6814,강남제비스코(주),860,2013,335647450,85.0,18.44,5.32,25.93,24.61,3.77,7.67,1.4,291.54,41.01665608223058,23.92,0.0
6815,강남제비스코(주),860,2014,353600472,87.2,17.04,7.17,38.68,24.82,3.63,7.29,1.27,325.55,-4.109658750028306,4.93,0.0
6816,강남제비스코(주),860,2015,358513845,91.0,17.08,6.09,36.45,30.35,3.3,6.69,1.06,386.6,4.466713299434399,0.1,0.0
6817,강남제비스코(주),860,2016,361701404,94.1,16.1,4.84,28.1,31.11,3.16,6.09,1.0,353.99,-13.85169941596103,-1.93,0.0
6818,강남제비스코(주),860,2017,379476576,97.3,12.87,4.36,25.55,25.09,3.05,3.18,1.05,286.73,-33.14194455942361,-44.93,0.0
6819,강남제비스코(주),860,2018,393332482,98.7,14.29,2.71,16.46,30.62,2.95,0.33,1.18,231.6,67.52126581911615,-88.75,0.0
6820,강남제비스코(주),860,2019,397876077,101.2,12.99,1.6,9.66,26.27,3.03,-0.35,1.37,213.6,-55.17128802150747,-215.76,0.0
6821,강남제비스코(주),860,2020,430117234,101.6,12.65,2.93,16.09,26.44,2.83,0.48,1.34,223.8,43.96257771853048,0.0,0.0
6822,강남제비스코(주),860,2021,438319248,106.3,14.86,1.59,5.94,22.73,3.18,-2.04,1.69,151.93,89.25873513374127,0.0,0.0
6823,강남제비스코(주),860,2022,399043064,108.8,9.97,0.66,2.26,14.19,2.58,0.66,1.43,114.69,-75.40898454192101,0.0,0.0
6824,경남스틸(주),39240,2012,316897731,82.1,14.47,3.22,6.57,5.44,4.98,20.51,2.21,78.24,0.0,-19.32,0.0
6825,경남스틸(주),39240,2013,335647450,85.0,15.08,9.14,21.03,5.66,5.68,15.55,2.43,119.79,0.0,-16.97,0.0
6826,경남스틸(주),39240,2014,353600472,87.2,12.92,0.16,0.33,6.12,4.99,15.6,2.13,116.47,0.0,8.98,0.0
6827,경남스틸(주),39240,2015,358513845,91.0,13.69,-3.35,-7.15,6.88,4.32,14.24,1.78,93.62,0.0,-0.06,0.0
6828,경남스틸(주),39240,2016,361701404,94.1,8.23,3.95,9.64,4.05,4.35,2.32,1.68,118.78,0.0,-83.07,0.0
6829,경남스틸(주),39240,2017,379476576,97.3,9.71,6.14,13.56,5.01,4.76,8.32,1.87,105.81,0.0,266.61,0.0
6830,경남스틸(주),39240,2018,393332482,98.7,11.51,7.79,19.28,5.93,4.43,7.56,1.83,130.58,0.0,-4.75,0.0
6831,경남스틸(주),39240,2019,397876077,101.2,11.19,11.89,30.82,4.99,5.68,7.06,2.29,111.17,0.0,-3.17,0.0
6832,경남스틸(주),39240,2020,430117234,101.6,9.94,6.97,19.06,4.63,5.64,6.01,2.19,119.53,0.0,-13.09,0.0
6833,경남스틸(주),39240,2021,438319248,106.3,11.86,3.8,8.89,5.62,5.7,7.63,2.21,94.01,0.0,30.94,0.0
6834,경남스틸(주),39240,2022,399043064,108.8,14.47,3.03,7.88,5.86,6.2,11.61,2.3,102.67,0.0,65.21,0.0
6835,경남에너지(주),8020,2012,316897731,82.1,13.28,10.12,19.1,9.98,2.72,9.39,1.89,117.62,-6.640849279221377,-27.2,0.0
6836,경남에너지(주),8020,2013,335647450,85.0,11.99,10.03,19.12,8.87,2.62,6.12,1.83,108.3,-28.42550197217795,-30.29,0.0
6837,경남에너지(주),8020,2014,353600472,87.2,13.3,9.34,16.45,9.87,2.55,6.02,1.87,117.28,0.0,-8.59,0.0
6838,경남에너지(주),8020,2015,358513845,91.0,14.44,8.32,18.47,11.73,2.73,6.11,1.94,120.72,29.75338749951006,0.0,0.0
6839,경남제약(주),53950,2012,316897731,82.1,16.28,7.41,10.72,31.89,0.68,21.62,0.45,57.28,0.0,154.72,0.0
6840,경남제약(주),53950,2013,335647450,85.0,-15.07,3.63,4.62,-24.21,0.68,2.94,0.43,45.61,0.0,-88.67,0.0
6841,경남제약(주),53950,2014,353600472,87.2,24.84,3.7,4.92,33.04,0.93,31.51,0.64,47.66,0.0,594.67,0.0
6842,경남제약(주),53950,2015,358513845,91.0,29.32,9.15,14.25,35.28,1.18,47.62,0.76,54.83,0.0,87.3,0.0
6843,경남제약(주),53950,2016,361701404,94.1,26.0,10.72,17.08,29.54,1.36,31.72,0.84,88.04,0.0,-21.83,0.0
6844,경남제약(주),53950,2017,379476576,97.3,13.6,6.14,8.58,18.2,1.2,23.28,0.76,74.29,0.0,-30.07,0.0
6845,경남제약(주),53950,2018,393332482,98.7,42.31,-3.3,-7.24,54.28,1.71,-2.91,0.75,112.32,-31.31357759734841,0.0,0.0
6846,경남제약(주),53950,2019,397876077,101.2,12.94,-5.49,-30.83,21.5,2.39,-6.99,0.76,398.13,-222.2064106682293,0.0,0.0
6847,경남제약(주),53950,2020,430117234,101.6,8.61,-1.5,-2.75,15.36,1.72,3.75,0.89,124.27,-20.70503476541183,0.0,0.0
6848,경남제약(주),53950,2021,438319248,106.3,12.8,-2.68,-6.37,24.82,1.06,-11.89,0.73,161.12,37.80402824670971,0.0,0.0
6849,경남제약(주),53950,2022,399043064,108.8,7.62,-3.22,-10.42,18.61,1.21,-3.94,0.59,147.47,-98.6286644149476,0.0,0.0
6850,경동제약(주),11040,2012,316897731,82.1,26.14,12.16,64.89,39.68,3.53,16.55,0.97,267.63,-60.08370902846952,-6.92,0.0
6851,경동제약(주),11040,2013,335647450,85.0,29.46,9.08,58.02,44.36,3.98,18.6,1.02,302.38,127.9436672850722,19.18,0.0
6852,경동제약(주),11040,2014,353600472,87.2,28.37,8.6,52.56,42.14,4.47,19.68,1.15,237.84,31.70830467190257,17.84,0.0
6853,경동제약(주),11040,2015,358513845,91.0,24.09,8.78,70.74,37.02,4.59,13.18,1.26,304.73,-45.40763106990525,-26.46,0.0
6854,경동제약(주),11040,2016,361701404,94.1,26.67,9.2,73.35,40.1,5.39,12.72,1.29,325.83,27.65755918262887,0.98,0.0
6855,경동제약(주),11040,2017,379476576,97.3,27.94,8.04,62.99,39.52,5.73,14.45,1.27,273.94,19.33315444807171,17.63,0.0
6856,경동제약(주),11040,2018,393332482,98.7,23.79,9.32,60.05,34.2,4.97,9.32,1.17,252.9,-73.70545075344597,-34.07,0.0
6857,경동제약(주),11040,2019,397876077,101.2,27.41,5.3,28.91,44.66,3.81,10.85,1.07,506.33,329.2797315586663,20.48,0.0
6858,경동제약(주),11040,2020,430117234,101.6,22.51,2.46,25.03,37.73,4.27,7.62,1.15,310.9,-43.61740275948685,-22.82,0.0
6859,경동제약(주),11040,2021,438319248,106.3,22.91,5.06,46.61,37.66,5.89,6.02,1.34,289.54,-1.90918398896262,-16.86,0.0
6860,경동제약(주),11040,2022,399043064,108.8,22.18,1.83,10.71,37.68,4.32,3.21,1.3,145.28,-4.071369140288106,-47.24,0.0
6861,경인전자(주),9140,2012,316897731,82.1,7.37,2.96,27.89,10.63,6.54,3.65,0.99,634.09,24.38378614177763,0.0,0.0
6862,경인전자(주),9140,2013,335647450,85.0,9.74,2.95,24.29,13.81,6.31,5.31,0.99,544.25,43.97397595142596,46.66,0.0
6863,경인전자(주),9140,2014,353600472,87.2,5.69,6.93,100.4,10.32,5.55,4.72,0.76,974.82,-160.1282525544127,-10.79,0.0
6864,경인전자(주),9140,2015,358513845,91.0,12.48,6.78,94.37,28.29,6.39,2.85,0.68,968.83,234.247861538044,-38.65,0.0
6865,경인전자(주),9140,2016,361701404,94.1,15.77,2.72,38.46,38.17,5.8,1.14,0.57,1015.56,121.1304888276523,-59.24,0.0
6866,경인전자(주),9140,2017,379476576,97.3,4.32,-0.91,-14.34,11.73,5.28,-1.24,0.44,1391.91,-200.8982193077362,-205.72,0.0
6867,경인전자(주),9140,2018,393332482,98.7,7.74,-2.27,-46.94,24.08,5.62,-3.15,0.39,1929.22,77.1527290667508,0.0,0.0
6868,경인전자(주),9140,2019,397876077,101.2,7.72,0.19,4.44,32.97,5.14,-2.95,0.29,2251.66,135.700949680869,0.0,0.0
6869,경인전자(주),9140,2020,430117234,101.6,11.08,-2.12,-32.52,30.8,6.74,1.78,0.44,1715.06,455.6925722938166,0.0,0.0
6870,경인전자(주),9140,2021,438319248,106.3,14.45,0.95,9.98,34.76,4.36,3.35,0.5,906.53,173.9554679522825,0.0,0.0
6871,경인전자(주),9140,2022,399043064,108.8,13.03,4.6,71.19,44.43,3.75,0.18,0.36,1654.54,-26.82288703434374,-94.48,0.0
6872,경창산업(주),24910,2012,316897731,82.1,27.4,19.31,24.79,25.48,1.38,14.53,1.41,57.91,133.585778674607,0.0,0.0
6873,경창산업(주),24910,2013,335647450,85.0,30.12,21.3,27.89,24.81,1.65,31.43,1.62,45.51,125.5295713598377,135.68,0.0
6874,경창산업(주),24910,2014,353600472,87.2,31.18,18.01,24.32,26.81,1.62,25.18,1.45,47.73,-8.998376406002604,-4.53,0.0
6875,경창산업(주),24910,2015,358513845,91.0,27.33,12.22,16.07,26.46,1.51,19.05,1.36,44.61,-45.52840760327162,-12.13,0.0
6876,경창산업(주),24910,2016,361701404,94.1,26.35,15.52,20.39,25.05,1.42,20.48,1.31,41.49,-27.45719661051018,17.13,0.0
6877,경창산업(주),24910,2017,379476576,97.3,17.99,8.67,12.14,21.81,1.17,-1.6,1.08,34.33,-347.729295693211,-109.2,0.0
6878,경창산업(주),24910,2018,393332482,98.7,17.43,6.47,8.7,18.65,1.25,9.33,1.23,39.78,-9.374372838475736,0.0,0.0
6879,경창산업(주),24910,2019,397876077,101.2,11.52,10.24,12.24,12.25,1.12,-11.87,1.1,39.02,-187.5179019796546,-191.98,0.0
6880,경창산업(주),24910,2020,430117234,101.6,22.5,9.53,11.76,24.16,1.09,14.47,1.04,40.63,106.0202610710696,0.0,0.0
6881,경창산업(주),24910,2021,438319248,106.3,24.6,12.47,15.72,22.12,1.37,14.99,1.32,45.52,-22.10260647722189,10.34,0.0
6882,경창산업(주),24910,2022,399043064,108.8,25.2,10.43,14.28,20.8,1.59,15.85,1.47,51.49,436.8581443494301,25.39,0.0
6883,계룡건설산업(주),13580,2012,316897731,82.1,11.34,2.35,3.45,11.89,1.44,8.21,0.81,113.04,-62.54820929551224,-4.03,0.0
6884,계룡건설산업(주),13580,2013,335647450,85.0,5.29,1.22,1.72,4.95,1.47,-10.52,0.82,100.57,-1960.794617050721,0.0,0.0
6885,계룡건설산업(주),13580,2014,353600472,87.2,3.12,4.11,5.44,2.37,1.65,-28.13,0.96,88.47,-34.44333416359277,0.0,0.0
