회사명,거래소코드,회계년도,[U01B800000000]계속영업이익(손실)(IFRS연결)(천원),[U01B350016400]   이자비용(IFRS연결)(천원),[U01B470010000]   이자비용(IFRS연결)(천원),[U01B550010000]   이자비용(IFRS연결)(천원),[U01B800000000]계속영업이익(손실)(IFRS)(천원),[U01B350016400]   이자비용(IFRS)(천원),[U01B470010000]   이자비용(IFRS)(천원),[U01B550010000]   이자비용(IFRS)(천원)
에스케이증권(주),001510,2022/12,,,,,,,,
에스케이증권제10호기업인수목적(주),457940,2023/12,,,,,,,,
에스케이증권제8호기업인수목적(주),435870,2022/12,,,,,,,,
에스케이증권제8호기업인수목적(주),435870,2023/12,,,,,,,,
에스케이증권제9호기업인수목적(주),455910,2023/12,,,,,,,,
에스케이케미칼(주),285130,2022/12,231475870,0,0,15461271,69270430,0,0,13204740
에스케이케미칼(주),285130,2023/12,47837894,0,0,32047152,41753736,0,0,27275283
에스케이텔레콤(주),017670,2022/12,947831000,0,0,328307000,869490000,0,0,287865000
에스케이텔레콤(주),017670,2023/12,1145937000,0,0,389813000,1059750000,0,0,325769000
에스케이하이닉스(주),000660,2022/12,2241669000,0,0,533114000,2790457000,0,0,352831000
에스케이하이닉스(주),000660,2023/12,-9137547000,0,0,1468273000,-4836170000,0,0,1150842000
에스텍(주),069510,2022/12,9536361,0,0,1293737,16347952,0,0,1416
에스텍(주),069510,2023/12,21659965,0,0,1637364,-4969162,0,0,2055
에스트래픽(주),234300,2022/12,9767008,0,0,2272013,7524687,0,0,1937680
에스트래픽(주),234300,2023/12,16699536,0,0,1721062,13828928,0,0,1345498
에스티팜(주),237690,2022/12,17515721,0,0,2867836,16090972,0,0,2808545
에스티팜(주),237690,2023/12,17523411,0,0,6105605,22506661,0,0,6825228
에스퓨얼셀(주),288620,2022/12,750810,0,0,1538661,988959,0,0,1538661
에스퓨얼셀(주),288620,2023/12,-2283942,0,0,3658594,-2435669,0,0,3658594
에쓰-오일(주),010950,2022/12,2104387000,0,0,151149000,2103686000,0,0,151132000
에쓰-오일(주),010950,2023/12,948848000,0,0,236876000,943834000,0,0,236849000
에쓰씨엔지니어링(주),023960,2022/12,7136627,0,0,1623983,2045845,0,0,1547928
에어부산(주),298690,2022/12,,,,,-150400645,0,0,39834325
에이디엠코리아(주),187660,2022/12,-58883,0,0,509009,1144041,0,0,470054
에이디엠코리아(주),187660,2023/12,-3363294,0,0,743108,-3800189,0,0,756729
에이비엘바이오(주),298380,2022/12,3208631,0,0,1325978,3853621,0,0,68692
에이비엘바이오(주),298380,2023/12,-2646663,0,0,2150649,-2488721,0,0,65817
에이비온(주),203400,2022/12,-19925392,0,0,709124,-19925392,0,0,709124
에이에프더블류(주),312610,2022/12,,,,,-3368688,0,0,236
에이에프더블류(주),312610,2023/12,,,,,-3019612,0,0,476
에이치디씨(주),012630,2022/12,36958373,0,0,100672584,42907785,0,0,2553697
에이치디씨(주),012630,2023/12,212938887,0,0,101690209,74724384,0,0,2591596
에이치디씨랩스(주),039570,2022/12,12430811,0,0,396761,12791557,0,0,396761
에이치디씨현대산업개발(주),294870,2022/12,50219958,0,0,63009795,36587869,0,0,62962026
에이치디씨현대산업개발(주),294870,2023/12,172890219,0,0,45450658,172006485,0,0,45420072
에이치디씨현대이피(주),089470,2022/12,10418777,0,0,5983853,15436443,0,0,4471529
에이치디씨현대이피(주),089470,2023/12,7620036,0,0,7140356,10854828,0,0,5712286
에이치디한국조선해양(주),009540,2022/12,-295177096,0,0,165846000,375470926,0,0,761000
에이치디한국조선해양(주),009540,2023/12,144930284,0,0,193879000,301456964,0,0,4173511
에이치디현대건설기계(주),267270,2022/12,99406644,0,0,31149000,107159516,0,0,19812000
에이치디현대건설기계(주),267270,2023/12,127451683,0,0,45816000,108876080,0,0,31912000
에이치디현대에너지솔루션(주),322000,2022/12,60610132,0,0,1827796,64390770,0,0,1827796
에이치디현대에너지솔루션(주),322000,2023/12,-2863878,0,0,3312378,-7954053,0,0,3310718
에이치디현대인프라코어(주),042670,2022/12,229551496,0,0,75660000,207607408,0,0,59680000
에이치디현대인프라코어(주),042670,2023/12,230712444,0,0,69446000,458767670,0,0,53729000
에이치디현대일렉트릭(주),267260,2022/12,162017993,0,0,24316000,136271087,0,0,19410000
에이치디현대일렉트릭(주),267260,2023/12,259455508,0,0,39245000,257483617,0,0,31509000
에이치디현대중공업(주),329180,2022/12,-352064622,0,0,106141000,-350075802,0,0,105906000
에이치디현대중공업(주),329180,2023/12,24689214,0,0,131890000,21329458,0,0,131205000
에이치비솔루션(주),297890,2022/12,43592380,0,0,2445490,43269285,0,0,2442959
에이치에스디엔진(주),082740,2022/12,-40272392,0,0,9602066,-40876189,0,0,9528922
에이치에스디엔진(주),082740,2023/12,,,,,-426427,0,0,12354723
에이치엘디앤아이한라(주),014790,2022/12,25142595,0,0,27362542,18200083,0,0,24481949
에이치엘디앤아이한라(주),014790,2023/12,30678156,0,0,41475794,34098476,0,0,36575319
에이치엘만도(주),204320,2022/12,118287647,0,0,57831506,-8485083,0,0,37136968
에이치엘만도(주),204320,2023/12,154600074,0,0,95730348,83125368,0,0,49960712
에이치엘비(주),028300,2022/12,-98603344,0,0,11692170,10325187,0,0,10949654
에이치엘비(주),028300,2023/12,-206042538,0,0,10586054,-81247647,0,0,7975179
에이치엘비글로벌(주),003580,2022/12,-15243254,0,0,5291756,-16267079,0,0,3068306
에이치엘비바이오스텝(주),278650,2022/12,-2869886,0,0,4246318,-3360461,0,0,4187863
에이치엘비바이오스텝(주),278650,2023/12,-54239,0,0,3470889,-333701,0,0,3376775
에이치엘비생명과학(주),067630,2022/12,-54359670,0,0,9870396,-57603820,0,0,9676896
에이치엘비이노베이션(주),024850,2022/03,-843881,0,0,309021,-1977181,0,0,59743
에이치엘비이노베이션(주),024850,2023/03,,,,,1106949,0,0,405552
에이치엘비제약(주),047920,2022/12,,,,,-11776740,0,0,5022596
에이치엘비제약(주),047920,2023/12,,,,,-19427453,0,0,11767368
에이치엘비테라퓨틱스(주),115450,2022/12,-12104143,0,0,5323939,-3429222,0,0,5197068
에이치엘비테라퓨틱스(주),115450,2023/12,-2769136,0,0,1113300,1037592,0,0,1096522
에이치엘비파나진(주),046210,2022/12,,,,,2240498,0,0,9080
에이치엘비파나진(주),046210,2023/12,,,,,-4815636,0,0,591591
에이치엘홀딩스(주),060980,2022/12,2480488,0,0,32971463,98120002,0,0,22976970
에이치엘홀딩스(주),060980,2023/12,48746130,0,0,36517446,43975315,0,0,28631441
에이치엠씨아이비제6호기업인수목적(주),462020,2023/12,,,,,,,,
에이치엠엠(주),011200,2022/12,10085439000,0,0,405831000,10047898000,0,0,380121000
에이치엠엠(주),011200,2023/12,968692000,0,0,158375000,1025410000,0,0,147048000
에이치케이이노엔(주),195940,2022/12,,,,,38134319,0,0,15067885
에이케이홀딩스(주),006840,2022/12,-119048517,0,0,99547210,-6385935,0,0,13658166
에이테크솔루션(주),071670,2022/12,4716061,0,0,2242870,4713826,0,0,1460569
에이피시스템(주),265520,2022/12,82237671,0,0,3810161,82308799,0,0,3796161
에이피위성(주),211270,2022/12,,,,,4077471,0,0,5236
에이피위성(주),211270,2023/12,,,,,10514932,0,0,8038
에이피티씨(주),089970,2022/12,27878178,0,0,161447,29913185,0,0,166306
에코바이오홀딩스(주),038870,2022/12,-4701770,0,0,344257,-3607706,0,0,344257
에코바이오홀딩스(주),038870,2023/12,2353149,0,0,593429,4088307,0,0,467382
에코볼트(주),097780,2022/12,-63512415,0,0,2133820,-45916745,0,0,1108456
에코볼트(주),097780,2023/12,11424114,0,0,1248632,9401008,0,0,271265
에코캡(주),128540,2022/12,-3223590,0,0,2340108,-4121610,0,0,1660307
에코플라스틱(주),038110,2022/12,23595093,0,0,11081639,10735237,0,0,2953927
에프엔에스테크(주),083500,2022/12,4049584,0,0,850099,4913743,0,0,783832
엑스큐어(주),070300,2022/12,,,,,890575,0,0,30957
엔브이에이치코리아(주),067570,2022/12,7592088,0,0,17263036,14082171,0,0,8701941
엔시트론(주),101400,2022/12,-217892,0,0,1088955,-1438289,0,0,1083060
엔시트론(주),101400,2023/12,1067998,0,0,246594,1298656,0,0,227633
엔에이치기업인수목적20호(주),391060,2022/12,,,,,,,,
엔에이치기업인수목적20호(주),391060,2023/12,,,,,,,,
엔에이치기업인수목적23호(주),422040,2022/12,,,,,,,,
엔에이치기업인수목적23호(주),422040,2023/12,,,,,,,,
엔에이치기업인수목적24호(주),437780,2022/12,,,,,,,,
엔에이치기업인수목적24호(주),437780,2023/12,,,,,,,,
엔에이치기업인수목적25호(주),438580,2022/12,,,,,,,,
엔에이치기업인수목적25호(주),438580,2023/12,,,,,,,,
엔에이치기업인수목적26호(주),439410,2022/12,,,,,,,,
엔에이치기업인수목적26호(주),439410,2023/12,,,,,,,,
엔에이치기업인수목적27호(주),440820,2022/12,,,,,,,,
엔에이치기업인수목적27호(주),440820,2023/12,,,,,,,,
엔에이치기업인수목적29호(주),451700,2023/12,,,,,,,,
엔에이치엔(주),181710,2022/12,-31751037,0,0,8995205,77851392,0,0,25765
엔에이치엔(주),181710,2023/12,-23094179,0,0,22736059,39636090,0,0,29459
엔에이치엔케이씨피(주),060250,2022/12,34854543,0,0,221023,33941027,0,0,221023
엔에이치엔케이씨피(주),060250,2023/12,35215581,0,0,70720,36495988,0,0,62669
엔에이치투자증권(주),005940,2022/12,,,,,,,,
엔에이치투자증권(주),005940,2023/12,,,,,,,,
엔젯(주),419080,2022/12,,,,,4113326,0,0,38969
엔피씨(주),004250,2022/12,28189180,0,0,3357003,17916229,0,0,1914823
엘브이엠씨홀딩스(주),900140,2022/12,-39711411,0,0,18644276,,,,
엘비세미콘(주),061970,2022/12,44715224,0,0,9802713,37705558,0,0,9526146
엘비세미콘(주),061970,2023/12,-16597167,0,0,17143409,-15181817,0,0,16932274
엘아이지넥스원(주),079550,2022/12,122939587,0,0,13221763,122939587,0,0,13085396
엘아이지넥스원(주),079550,2023/12,174962143,0,0,9663070,174962143,0,0,9425034
엘에스마린솔루션(주),060370,2022/12,,,,,-12126087,0,0,10341
엘에스마린솔루션(주),060370,2023/12,,,,,11617864,0,0,14278
엘에스머트리얼즈(주),417200,2023/12,12224408,0,0,1521415,15103468,0,0,200398
엘에스에코에너지(주),229640,2022/12,-9132588,0,0,8343231,365714,0,0,260305
엘에스에코에너지(주),229640,2023/12,4281724,0,0,12805032,-4324505,0,0,71519
엘지디스플레이(주),034220,2022/12,-3195585000,0,0,414521000,-3191387000,0,0,188755000
엘지디스플레이(주),034220,2023/12,-2576729000,0,0,723429000,-1718701000,0,0,434455000
엘지전자(주),066570,2022/12,2007504000,0,0,363587000,1023370000,0,0,207387000
엘지전자(주),066570,2023/12,1149667000,0,0,572066000,1003962000,0,0,303173000
엘컴텍(주),037950,2022/12,7344863,0,0,51543,8135608,0,0,0
엘컴텍(주),037950,2023/12,2203840,0,0,151960,2554986,0,0,0
엘티씨(주),170920,2022/12,3026881,0,0,8178485,1528909,0,0,3010839
엠벤처투자(주),019590,2022/12,,,,,,,,
엠에프엠코리아(주),323230,2022/12,-557486,0,0,5344871,941814,0,0,1637841
엠케이전자(주),033160,2022/12,3139146,0,0,17197284,3356572,0,0,9357826
영보화학(주),014440,2022/12,7080677,0,0,189810,2402054,0,0,3684
영보화학(주),014440,2023/12,6078809,0,0,95415,2964999,0,0,4546
영진약품(주),003520,2022/12,,,,,-21961039,0,0,736565
영진약품(주),003520,2023/12,,,,,-3875543,0,0,2875009
영풍정밀(주),036560,2022/12,,,,,15509594,0,0,13303
영풍정밀(주),036560,2023/12,,,,,29214391,0,0,35405
영풍제지(주),006740,2022/12,7918488,0,0,1284537,7970141,0,0,1284537
영풍제지(주),006740,2023/12,-5653312,0,0,2393907,-2881672,0,0,2336457
영화금속(주),012280,2022/12,,,,,469416,0,0,4544323
영화금속(주),012280,2023/12,,,,,7535978,0,0,5048362
영화테크(주),265560,2022/12,4825351,0,0,561471,6609579,0,0,535624
예스이십사(주),053280,2022/12,1006286,0,0,1199013,4691698,0,0,1078695
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2022/12,-94886887,0,0,98148,,,,
오로라월드(주),039830,2022/12,7562418,0,0,7796320,4333500,0,0,5897958
오로라월드(주),039830,2023/12,6054824,0,0,15343269,3392011,0,0,10573958
오상자이엘(주),053980,2022/12,8438510,0,0,200159,7002078,0,0,81257
오성첨단소재(주),052420,2022/12,2417832,0,0,3326608,1771027,0,0,2219384
오성첨단소재(주),052420,2023/12,12011849,0,0,1874489,13044679,0,0,763212
오션브릿지(주),241790,2022/12,15783984,0,0,514553,16792128,0,0,263261
오션브릿지(주),241790,2023/12,11996858,0,0,689565,14528037,0,0,239084
오씨아이(주),456040,2023/12,,,,,52204137,0,0,19233394
오씨아이홀딩스(주),010060,2022/12,891621558,0,0,36643149,131119558,0,0,22951466
오씨아이홀딩스(주),010060,2023/12,457932329,0,0,19472641,67275919,0,0,5307464
오토앤(주),353590,2022/12,-2411683,0,0,534987,-2422340,0,0,534987
오토앤(주),353590,2023/12,-1115481,0,0,1126335,-1157484,0,0,1120108
오픈엣지테크놀로지(주),394280,2022/12,-25226550,0,0,549735,-24785880,0,0,323995
올리패스(주),244460,2022/12,-24752093,0,0,670853,-22120796,0,0,425523
올리패스(주),244460,2023/12,,,,,-17218109,0,0,192660
올릭스(주),226950,2022/12,-28112713,0,0,2930301,-19991318,0,0,2839232
올릭스(주),226950,2023/12,-19101696,0,0,3491742,-19862434,0,0,3203110
옴니시스템(주),057540,2022/12,463019,0,0,304949,3329764,0,0,191132
옴니시스템(주),057540,2023/12,587884,0,0,264157,-445583,0,0,118400
옵티시스(주),109080,2022/12,,,,,7392988,0,0,43890
옵티시스(주),109080,2023/12,,,,,2307329,0,0,100228
와이더블유(주),051390,2022/12,3028178,0,0,923393,2927482,0,0,923393
와이더블유(주),051390,2023/12,5339132,0,0,1202215,5292983,0,0,1202215
와이씨켐(주),112290,2022/12,,,,,4164612,0,0,1500106
와이아이케이(주),232140,2022/12,34351073,0,0,1039577,19519622,0,0,0
와이엠씨(주),155650,2022/12,20482793,0,0,39531,18275419,0,0,17706
와이엠씨(주),155650,2023/12,14806556,0,0,713045,13218723,0,0,24919
와이엠티(주),251370,2022/12,2597047,0,0,2600795,-4208023,0,0,2577565
와토스코리아(주),079000,2022/12,,,,,5312081,0,0,20811
와토스코리아(주),079000,2023/12,,,,,2666639,0,0,19906
우리기술투자(주),041190,2022/12,,,,,,,,
우리바이오(주),082850,2022/12,25126218,0,0,4947554,1945816,0,0,280790
우리바이오(주),082850,2023/12,18946396,0,0,6051634,-1822035,0,0,632458
우리산업(주),215360,2022/12,-17957302,0,0,2414676,-17314608,0,0,2402236
우리산업홀딩스(주),072470,2022/12,-18306238,0,0,3255341,1458208,0,0,44712
우리손에프앤지농업회사법인(주),073560,2022/12,26506936,0,0,5575271,12074536,0,0,1380852
우리손에프앤지농업회사법인(주),073560,2023/12,1708960,0,0,9934690,8305509,0,0,2238527
우리엔터프라이즈(주),037400,2022/12,25242565,0,0,5215056,-1059816,0,0,253275
우리엔터프라이즈(주),037400,2023/12,18999248,0,0,6282832,-5320920,0,0,373878
우리이앤엘(주),153490,2022/12,5296397,0,0,767409,2081302,0,0,421045
우림피티에스(주),101170,2022/12,5094342,0,0,0,5101985,0,0,0
우수AMS(주),066590,2022/12,-17517651,0,0,4988662,-20306929,0,0,3314399
우수AMS(주),066590,2023/12,7003351,0,0,5165353,10359320,0,0,4174992
우원개발(주),046940,2022/12,3738368,0,0,276451,2926796,0,0,224716
우원개발(주),046940,2023/12,1475093,0,0,325636,2875381,0,0,190988
우진비앤지(주),018620,2022/12,1012603,0,0,1614303,-376185,0,0,1557722
우진비앤지(주),018620,2023/12,-1186832,0,0,2143156,-964595,0,0,1571105
워트(주),396470,2023/12,2209151,0,0,0,2201014,0,0,0
원텍(주),336570,2022/12,13396160,0,0,385184,13188989,0,0,375092
원텍(주),336570,2023/12,38833154,0,0,684563,39153835,0,0,704776
원풍물산(주),008290,2022/12,,,,,-3507733,0,0,484609
웰바이오텍(주),010600,2022/12,-6418575,0,0,791125,-9689420,0,0,677564
웰킵스하이텍(주),043590,2022/12,-739440,0,0,4617,604658,0,0,2962
웹케시(주),053580,2022/12,,,,,11534004,0,0,81142
웹케시(주),053580,2023/12,,,,,5607155,0,0,108743
위더스제약(주),330350,2022/12,,,,,2479164,0,0,390742
위더스제약(주),330350,2023/12,,,,,7959175,0,0,596057
위즈코프(주),038620,2022/12,4147822,0,0,244,1834103,0,0,244
윈텍(주),320000,2022/12,,,,,1770713,0,0,10818
윈텍(주),320000,2023/12,,,,,1561754,0,0,710465
윙입푸드홀딩스,900340,2022/12,16346279,0,0,107658,,,,
유니셈(주),036200,2022/12,19588907,0,0,454185,19405694,0,0,390092
유니셈(주),036200,2023/12,18230113,0,0,426457,16403295,0,0,315877
유니슨(주),018000,2022/12,-13091547,0,0,7131867,-13922134,0,0,7090630
유니온머티리얼(주),047400,2022/12,-214987,0,0,2602502,4389869,0,0,1649369
유니퀘스트(주),077500,2022/12,44083014,0,0,3369778,29707608,0,0,2136980
유니퀘스트(주),077500,2023/12,22107832,0,0,6971293,27426915,0,0,6980297
유비벨록스(주),089850,2022/12,2823261,0,0,8989070,4848982,0,0,1696780
유성기업(주),002920,2022/12,22144843,0,0,604742,-1682212,0,0,7768
유아이엘(주),049520,2022/12,8130442,0,0,310699,5236421,0,0,286825
유아이엘(주),049520,2023/12,12440566,0,0,453838,12959144,0,0,453838
유안타제10호기업인수목적(주),435380,2022/12,,,,,,,,
유안타제10호기업인수목적(주),435380,2023/12,,,,,,,,
유안타제11호기업인수목적(주),444920,2023/12,,,,,,,,
유안타제12호기업인수목적(주),446150,2023/12,,,,,,,,
유안타제13호기업인수목적주식회사,449020,2023/12,,,,,,,,
유안타제14호기업인수목적(주),450940,2023/12,,,,,,,,
유안타제9호기업인수목적(주),430700,2022/12,,,,,,,,
유안타제9호기업인수목적(주),430700,2023/12,,,,,,,,
유안타증권(주),003470,2022/12,,,,,,,,
유안타증권(주),003470,2023/12,,,,,,,,
유엔젤(주),072130,2022/12,2207361,0,0,78921,754370,0,0,78921
유일에너테크(주),340930,2022/12,14477766,0,0,3406598,-21115336,0,0,3406598
유진기업(주),023410,2022/12,-10637355,0,0,27708142,37373866,0,0,19055900
유진기업인수목적7호(주),388800,2022/12,,,,,,,,
유진기업인수목적7호(주),388800,2023/12,,,,,,,,
유진기업인수목적8호(주),413630,2022/12,,,,,,,,
유진기업인수목적8호(주),413630,2023/12,,,,,,,,
유진기업인수목적9호(주),442130,2022/12,,,,,,,,
유진기업인수목적9호(주),442130,2023/12,,,,,,,,
유진투자증권(주),001200,2022/12,,,,,,,,
유화증권(주),003460,2022/12,,,,,,,,
유화증권(주),003460,2023/12,,,,,,,,
율촌화학(주),008730,2022/12,-4149067,0,0,3684100,-6231163,0,0,3535999
율촌화학(주),008730,2023/12,-22852212,0,0,4448135,-19958974,0,0,4231008
이건산업(주),008250,2022/12,5355718,0,0,4935763,3072156,0,0,3431198
이구산업(주),025820,2022/12,,,,,5720773,0,0,4862438
이구산업(주),025820,2023/12,,,,,656314,0,0,8179412
이노뎁(주),303530,2022/12,,,,,563087,0,0,179782
이노뎁(주),303530,2023/12,,,,,1026911,0,0,184288
이노시스(주),056090,2022/12,-18808362,0,0,6317308,-18539531,0,0,6201677
이니텍(주),053350,2022/12,,,,,201011,0,0,10683
이니텍(주),053350,2023/12,,,,,-302407,0,0,7674
이베스트투자증권(주),078020,2022/12,,,,,,,,
이삭엔지니어링(주),351330,2022/12,2072307,0,0,94618,1557169,0,0,55919
이스트아시아홀딩스인베스트먼트리미티드,900110,2022/12,2901403,0,0,0,,,,
이엠코리아(주),095190,2022/12,-9456105,0,0,1953304,-6077975,0,0,1220866
이엠코리아(주),095190,2023/12,-2249013,0,0,4044580,-8348750,0,0,3039835
이연제약(주),102460,2022/12,7433682,0,0,122198,7325400,0,0,96015
이오플로우(주),294090,2022/12,-31297576,0,0,1861390,-27545480,0,0,1849941
이오플로우(주),294090,2023/12,-62315059,0,0,7501696,-62783555,0,0,7510718
이원다이애그노믹스(주),245620,2022/12,-29864755,0,0,10265243,-25187818,0,0,5737659
이원컴포텍(주),088290,2022/12,,,,,-9644584,0,0,5538243
이트론(주),096040,2022/12,-30233317,0,0,5890019,-34163717,0,0,5836124
이화공영(주),001840,2022/12,,,,,571715,0,0,209389
이화공영(주),001840,2023/12,,,,,-1371788,0,0,657526
이화산업(주),000760,2022/12,864473,0,0,728771,651565,0,0,785095
이화전기공업(주),024810,2022/12,-83353497,0,0,6875614,-67851428,0,0,6875614
인바이오(주),352940,2022/12,,,,,-3444682,0,0,2104324
인바이오(주),352940,2023/12,,,,,-6300318,0,0,2448687
인베니아(주),079950,2022/12,-1013728,0,0,1443575,-1182508,0,0,1454861
인선이엔티(주),060150,2022/12,21896167,0,0,2893585,16536320,0,0,2460037
인선이엔티(주),060150,2023/12,1711848,0,0,6431168,437338,0,0,3531241
인지컨트롤스(주),023800,2022/12,11707605,0,0,8278325,8265739,0,0,4617193
인천도시가스(주),034590,2022/12,12184263,0,0,662450,11942346,0,0,659784
인천도시가스(주),034590,2023/12,,,,,17521308,0,0,618454
인카금융서비스(주),211050,2022/12,20787782,0,0,1267533,21323023,0,0,1259133
인크로스(주),216050,2022/12,15408647,0,0,104121,15538277,0,0,76286
인크로스(주),216050,2023/12,12636626,0,0,102947,12912333,0,0,90572
인탑스(주),049070,2022/12,118191392,0,0,428990,84794817,0,0,123432
인탑스(주),049070,2023/12,34217787,0,0,781389,13393312,0,0,140119
인터지스(주),129260,2022/12,31320677,0,0,3628180,25353259,0,0,3170433
인터지스(주),129260,2023/12,13971344,0,0,4405087,16874176,0,0,3933988
인포뱅크(주),039290,2022/12,1293212,0,0,4493,521273,0,0,3680
인화정공(주),101930,2022/12,-10771026,0,0,5536155,12394016,0,0,3917778
인화정공(주),101930,2023/12,-901506,0,0,7060703,7788112,0,0,5950722
일동제약(주),249420,2022/12,-142169550,0,0,9787843,-141275921,0,0,9773192
일동제약(주),249420,2023/12,-80961049,0,0,14724607,-66730312,0,0,14642058
일동홀딩스(주),000230,2022/12,-194503504,0,0,17225381,8701794,0,0,2525955
일동홀딩스(주),000230,2023/12,-118787165,0,0,30095656,-4009116,0,0,8397532
일성건설(주),013360,2022/12,7417820,0,0,7651870,6061078,0,0,7031883
일성건설(주),013360,2023/12,4080702,0,0,6676096,3124795,0,0,6676096
일성신약(주),003120,2022/12,,,,,105241192,0,0,12634
일성신약(주),003120,2023/12,,,,,-20940893,0,0,23874
일신방직(주),003200,2022/12,114629330,0,0,3073869,107886173,0,0,755434
일신방직(주),003200,2023/12,9719711,0,0,4777032,-12687991,0,0,1169667
일양약품(주),007570,2022/12,31741018,0,0,2458795,9393997,0,0,2127832
일양약품(주),007570,2023/12,111712,0,0,3691364,11519586,0,0,3215846
일정실업(주),008500,2022/12,-8533900,0,0,665174,-7168996,0,0,591871
일진다이아몬드(주),081000,2022/12,-3733827,0,0,539251,-15561179,0,0,97274
일진다이아몬드(주),081000,2023/12,10735923,0,0,638222,7128886,0,0,387322
일진디스플레이(주),020760,2022/12,-3263063,0,0,5301529,-4146298,0,0,5281843
일진전기(주),103590,2022/12,24221647,0,0,7275671,22259261,0,0,7273929
일진전기(주),103590,2023/12,34540067,0,0,11819982,31387173,0,0,11811945
일진하이솔루스(주),271940,2022/12,,,,,7043345,0,0,25095
일진하이솔루스(주),271940,2023/12,,,,,1409438,0,0,0
일진홀딩스(주),015860,2022/12,28815106,0,0,10586000,7811921,0,0,726439
일진홀딩스(주),015860,2023/12,48062877,0,0,14112000,7007529,0,0,1040684
잉글우드랩(주),950140,2022/12,7265416,0,0,977358,6734955,0,0,298878
자이글(주),234920,2022/12,,,,,-3735115,0,0,339658
자이에스앤디(주),317400,2022/12,151898862,0,0,12718589,72515496,0,0,4593684
자화전자(주),033240,2022/12,-38182504,0,0,954748,-34544542,0,0,621545
재영솔루텍(주),049630,2022/12,-9154379,0,0,4757098,-227372,0,0,4572443
전방(주),000950,2022/12,67453344,0,0,6033917,67884740,0,0,6033917
전방(주),000950,2023/12,-19193790,0,0,1859334,-18612780,0,0,1859334
전진바이오팜(주),110020,2022/12,,,,,-3154381,0,0,2034720
제너셈(주),217190,2022/12,12189838,0,0,665083,12905750,0,0,662929
제룡산업(주),147830,2022/12,,,,,9125141,0,0,2814
제룡산업(주),147830,2023/12,,,,,7289384,0,0,5543
제룡전기(주),033100,2022/12,,,,,12479899,0,0,6446
제룡전기(주),033100,2023/12,,,,,56383815,0,0,8341
제이더블유생명과학(주),234080,2022/12,14961267,0,0,3091935,19163516,0,0,3079942
제이더블유생명과학(주),234080,2023/12,28143966,0,0,2693103,21770008,0,0,2692374
제이더블유신약(주),067290,2022/12,1378414,0,0,1085498,-14542300,0,0,1085498
제이더블유신약(주),067290,2023/12,-37402207,0,0,1862096,-31745799,0,0,1183599
제이더블유중외제약(주),001060,2022/12,29852560,0,0,9386791,34219088,0,0,6011488
제이더블유중외제약(주),001060,2023/12,38430260,0,0,12561689,39641097,0,0,9311693
제이더블유홀딩스(주),096760,2022/12,46482142,0,0,25289592,9517677,0,0,6931053
제이더블유홀딩스(주),096760,2023/12,31025900,0,0,32531927,-973317,0,0,8531063
제이스코홀딩스(주),023440,2022/12,,,,,-27157810,0,0,6755299
제이씨케미칼(주),137950,2022/12,19186527,0,0,4885817,24509485,0,0,3710897
제이씨케미칼(주),137950,2023/12,21125250,0,0,5480655,19794731,0,0,5557800
제이씨현시스템(주),033320,2022/12,387124,0,0,87507,-1685362,0,0,204805
제이씨현시스템(주),033320,2023/12,-2580074,0,0,68703,-706776,0,0,344569
제이엔케이히터(주),126880,2022/12,,,,,7389299,0,0,1230624
제이엔케이히터(주),126880,2023/12,,,,,3784090,0,0,2990249
제이엠아이(주),033050,2022/12,2480814,0,0,676858,540057,0,0,122509
제이엠아이(주),033050,2023/12,2449720,0,0,570217,2077466,0,0,302141
제이엠티(주),094970,2022/12,29418678,0,0,29665,1626466,0,0,0
제이엠티(주),094970,2023/12,23247725,0,0,278201,15883809,0,0,0
제이준코스메틱(주),025620,2022/12,-19511266,0,0,484797,-20743316,0,0,484495
제일약품(주),271980,2022/12,-15009014,0,0,3009253,-795257,0,0,2103451
제일약품(주),271980,2023/12,5200570,0,0,6033022,3736253,0,0,4497776
제일연마공업(주),001560,2022/12,2207066,0,0,898,19601,0,0,274
제일전기공업(주),199820,2022/12,,,,,7393167,0,0,506383
제일파마홀딩스(주),002620,2022/12,-83145006,0,0,5952288,-81237753,0,0,1719724
제일파마홀딩스(주),002620,2023/12,-13240832,0,0,10672114,-18804064,0,0,2517098
제주맥주(주),276730,2022/12,-24764349,0,0,556750,-24296396,0,0,554309
조광아이엘아이(주),044060,2022/12,-15145731,0,0,1062316,-9061915,0,0,1062316
조광아이엘아이(주),044060,2023/12,,,,,-34365259,0,0,944057
조광페인트(주),004910,2022/12,-7251074,0,0,4966888,1322931,0,0,4741609
조광피혁(주),004700,2022/12,,,,,6061277,0,0,73756
조선내화(주),462520,2023/12,24143456,0,0,2087796,21236438,0,0,1873918
조선선재(주),120030,2022/12,,,,,10522135,0,0,12870
조아제약(주),034940,2022/12,515252,0,0,676438,168642,0,0,644183
조아제약(주),034940,2023/12,-11132862,0,0,979329,-9862763,0,0,952546
조일알미늄(주),018470,2022/12,,,,,17828880,0,0,6523456
조일알미늄(주),018470,2023/12,,,,,-134306,0,0,9452722
주성엔지니어링(주),036930,2022/12,106171291,0,0,3521179,106673611,0,0,3521179
주성엔지니어링(주),036930,2023/12,34000802,0,0,3687498,34008250,0,0,3687498
