날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2016-10-14,41300,41900,41200,41550,2708972,1.465201465,41116.56712,39937.28664,1179.280476,1346.250102,64.66666667,66.98545112,41270,40595,36812.5,32916.66667,31349.58333,41378.83969,40465.48202,37349.77424,34832.64323,34035.359,675,4457.5,8353.333333,9920.416667,3782.5,7678.333333,9245.416667,3895.833333,5462.916667,1567.083333,913.3576755,4029.065446,6546.196457,7343.480692,3115.707771,5632.838781,6430.123016,2517.13101,3314.415245,797.2842348,"15,131",-389,"5,424","-55,900","1,028","4,784","62,182","33,748","40,614","107,011","17,349","-123,084","359,104"
2016-10-17,41750,42300,41400,42300,2314725,1.805054152,41298.63371,40112.30245,1186.331269,1314.266335,67.28395062,67.04515102,41470,40820,36971.66667,33039.58333,31392.08333,41685.89313,40640.19801,37512.07673,34956.07062,34103.94523,650,4498.333333,8430.416667,10077.91667,3848.333333,7780.416667,9427.916667,3932.083333,5579.583333,1647.5,1045.695113,4173.816399,6729.822509,7581.947896,3128.121285,5684.127395,6536.252782,2556.00611,3408.131497,852.125387,"-22,519","-10,744",904,"35,236",120,-100,"-14,902","13,865","-344,159","-331,555","691,428","-349,117","-631,732"
2016-10-18,42200,42300,41300,41650,2559222,-1.536643026,41352.69007,40226.20597,1126.484098,1276.709888,53.52112676,64.34034617,41540,40942.5,37125,33157.08333,31428.54167,41673.92875,40736.36963,37647.74634,35066.71408,34166.56809,597.5,4415,8382.916667,10111.45833,3817.5,7785.416667,9513.958333,3967.916667,5696.458333,1728.541667,937.5591199,4026.182408,6607.214672,7507.360659,3088.623288,5669.655552,6569.801539,2581.032264,3481.178251,900.1459867,"-40,641","-7,761","27,255","166,280","-10,711","-1,082","-27,485","11,312","3,145","128,073","-381,788","261,289","-381,464"
2016-10-19,41150,41450,39850,40050,5033246,-3.841536615,41152.27621,40213.15367,939.1225356,1209.192418,43.35260116,60.14279717,41300,40982.5,37257.5,33261.66667,31461.45833,41132.61917,40671.0011,37726.50876,35149.08244,34215.39325,317.5,4042.5,8038.333333,9838.541667,3725,7720.833333,9521.041667,3995.833333,5796.041667,1800.208333,461.6180724,3406.110409,5983.536726,6917.225914,2944.492336,5521.918653,6455.607841,2577.426317,3511.115505,933.689188,"-253,028","22,969","-36,273","119,465","-1,998","144,535","-115,185","18,016","65,912","-58,556","-539,560","571,120","375,480"
2016-10-20,40250,40300,38850,40050,5423960,0,40982.69525,40201.06822,781.6270376,1123.679342,49.01960784,57.9181593,41120,41027.5,37389.16667,33366.25,31497.29167,40771.74611,40611.85813,37802.6888,35230.08934,34263.81323,92.5,3730.833333,7753.75,9622.708333,3638.333333,7661.25,9530.208333,4022.916667,5891.875,1868.958333,159.887978,2969.057312,5541.656768,6507.932885,2809.169334,5381.76879,6348.044907,2572.599456,3538.875573,966.2761168,"-5,806","-2,766","-20,533","-51,394","-4,554","4,062","-77,565","40,585","253,294","138,089","-239,945","108,905","294,703"
2016-10-21,39500,41000,39500,40950,2436212,2.247191011,40977.66521,40256.54464,721.1205701,1043.167587,54.38596491,57.21172042,41000,41105,37538.33333,33464.58333,31536.875,40831.16407,40644.06212,37905.87933,35324.63332,34319.30025,-105,3461.666667,7535.416667,9463.125,3566.666667,7640.416667,9568.125,4073.75,6001.458333,1927.708333,187.1019534,2925.284744,5506.530753,6511.86382,2738.18279,5319.4288,6324.761867,2581.246009,3586.579077,1005.333067,"26,670","5,263","1,297","191,525","10,232",-298,"-12,536","-11,334","-160,227","45,329","558,063","-610,202","159,050"
2016-10-24,41000,41150,39850,40150,2211109,-1.953601954,40850.3321,40248.65245,601.679656,954.870001,39.35483871,53.64034408,40570,41145,37665.83333,33556.25,31576.25,40604.10938,40597.00859,37979.45706,35404.39145,34367.6878,-575,2904.166667,7013.75,8993.75,3479.166667,7588.75,9568.75,4109.583333,6089.583333,1980,7.100797273,2624.652325,5199.717935,6236.421579,2617.551528,5192.617137,6229.320782,2575.065609,3611.769254,1036.703645,"-11,002",-585,"3,271","-132,018",120,-474,"-65,046","144,154","99,393","38,398","-303,689","265,799","-747,099"
2016-10-25,40350,41650,40200,41050,4469224,2.241594022,40881.05024,40308.01153,573.0387159,878.503744,40.12738854,50.93775297,40450,41222.5,37815.83333,33665.83333,31613.33333,40752.73959,40640.15063,38080.1306,35497.70729,34423.14268,-772.5,2634.166667,6784.166667,8836.666667,3406.666667,7556.666667,9609.166667,4150,6202.5,2052.5,112.5889635,2672.608992,5255.032296,6329.596912,2560.020029,5142.443333,6217.007948,2582.423304,3656.98792,1074.564615,"23,914","-33,633","34,131","367,707",0,"6,943","-15,889","68,277","89,847","574,930","212,877","-752,508","1,047,727"
2016-10-26,41300,42900,41300,42900,6364037,4.506699147,41191.6579,40500.01067,691.6472247,841.1324401,51.8134715,51.11289668,41020,41310,37973.33333,33788.75,31659.16667,41468.49306,40855.37438,38238.1591,35620.05924,34493.49004,-290,3046.666667,7231.25,9360.833333,3336.666667,7521.25,9650.833333,4184.583333,6314.166667,2129.583333,613.1186839,3230.333957,5848.433821,6975.003019,2617.215273,5235.315137,6361.884335,2618.099864,3744.669061,1126.569197,"272,668","-67,578","114,155","634,502","-1,732","1,264","304,314","124,031","-304,263","1,144,939","1,042,929","-2,117,419","247,997"
2016-10-27,42900,43600,42600,43000,4814197,0.233100233,41469.86437,40685.19507,784.6693074,829.8398136,54.25531915,51.74138117,41610,41400,38130.83333,33915,31702.5,41978.99537,41059.62443,38394.28503,35742.04173,34564.08348,210,3479.166667,7695,9907.5,3269.166667,7485,9697.5,4215.833333,6428.333333,2212.5,919.3709381,3584.71034,6236.953643,7414.911889,2665.339402,5317.582705,6495.540951,2652.243303,3830.201549,1177.958246,"-61,152","-7,894","10,899","529,867",0,"-4,001","100,493","49,433","-270,565","354,974","266,357","-613,239","-622,812"
2016-10-28,42700,42950,42100,42450,2251179,-1.279069767,41620.65447,40815.92136,804.7331123,824.8184733,56.35359116,52.66382317,41910,41512.5,38265,34038.33333,31743.33333,42135.99692,41192.04116,38527.25929,35852.91707,34629.52677,397.5,3645,7871.666667,10166.66667,3247.5,7474.166667,9769.166667,4226.666667,6521.666667,2295,943.95576,3608.737621,6283.079842,7506.47014,2664.781861,5339.124082,6562.51438,2674.342221,3897.732519,1223.390298,"-41,720","3,852","19,281","263,390",706,"-1,201","-43,322","29,744","49,303","276,181","-173,775","-105,473","-77,826"
2016-10-31,42500,42900,41000,41000,3297943,-3.415783274,41525.16917,40829.55681,695.6123541,798.9772495,48.57142857,51.84534425,42080,41552.5,38367.5,34157.91667,31784.16667,41757.33128,41173.75152,38608.33276,35937.99282,34682.39377,527.5,3712.5,7922.083333,10295.83333,3185,7394.583333,9768.333333,4209.583333,6583.333333,2373.75,583.5797554,3148.998517,5819.338453,7074.937504,2565.418762,5235.758697,6491.357749,2670.339936,3925.938987,1255.599051,"-26,726","6,316","-2,648","249,359","-6,252",500,"30,478","15,406","257,300","517,417","-823,136","298,843","333,005"
2016-11-01,41700,42350,41600,42000,3173446,2.43902439,41598.22007,40916.25631,681.9637561,775.5745508,53.27510917,52.13129723,42270,41562.5,38505,34293.33333,31828.95833,41838.22085,41252.44185,38719.53496,36038.19129,34743.1208,707.5,3765,7976.666667,10441.04167,3057.5,7269.166667,9733.541667,4211.666667,6676.041667,2464.375,585.7789985,3118.685887,5800.029562,7095.100056,2532.906888,5214.250563,6509.321058,2681.343675,3976.414169,1295.070495,"-51,816","-29,549","-2,942","98,264","-8,834","35,272","-4,711","55,509","-45,601","75,141","45,660","-91,236","-191,325"
2016-11-02,41250,41400,40450,41000,2822651,-2.380952381,41506.18621,40922.45955,583.7266636,737.2049733,50.20576132,51.74619005,41890,41482.5,38629.16667,34415,31870,41558.8139,41228.39977,38794.30431,36120.20466,34795.0451,407.5,3260.833333,7475,10020,2853.333333,7067.5,9612.5,4214.166667,6759.166667,2545,330.4141293,2764.509591,5438.609244,6763.768797,2434.095462,5108.195115,6433.354668,2674.099653,3999.259206,1325.159553,"-24,863","-1,644","-45,780","21,494","-7,699","6,590","35,885","55,723","61,752","103,102","-429,897","328,231","-661,447"
2016-11-03,40900,41700,40700,41150,2580396,0.365853659,41451.38833,40939.31439,512.0739368,692.178766,48.29059829,51.0550717,41520,41412.5,38754.16667,34539.58333,31912.29167,41422.5426,41220.93313,38871.54023,36203.34177,34847.78332,107.5,2765.833333,6980.416667,9607.708333,2658.333333,6872.916667,9500.208333,4214.583333,6841.875,2627.291667,201.609474,2551.002366,5219.200831,6574.759282,2349.392892,5017.591357,6373.149808,2668.198464,4023.756915,1355.558451,"-85,424",-651,"1,049","32,664","4,213","12,733","-16,825","56,764","158,851","164,025","-67,121","-95,472","372,977"
2016-11-04,41150,41400,40850,41200,2600930,0.121506683,41412.7132,40958.62444,454.0887641,644.5607656,45,49.84405736,41270,41362.5,38860.83333,34665.41667,31956.04167,41348.36173,41218.9395,38947.88318,36285.93116,34900.49881,-92.5,2409.166667,6604.583333,9313.958333,2501.666667,6697.083333,9406.458333,4195.416667,6904.791667,2709.375,129.4222382,2400.478556,5062.430572,6447.862924,2271.056318,4933.008333,6318.440686,2661.952015,4047.384367,1385.432352,"18,868",506,0,"152,941",155,-969,"-18,600","-2,818","57,398","206,975","2,088","-209,479","-195,790"
2016-11-07,41800,42050,41200,41500,2033220,0.72815534,41426.14194,40998.72633,427.4156087,601.1317342,49.29577465,49.73440082,41370,41372.5,38970,34793.75,31999.16667,41398.90782,41245.70716,39031.55914,36372.11412,34955.26645,-2.5,2400,6576.25,9370.833333,2402.5,6578.75,9373.333333,4176.25,6970.833333,2794.583333,153.2006599,2367.348684,5026.793704,6443.641368,2214.148024,4873.593044,6290.440708,2659.445021,4076.292684,1416.847663,"-8,254","-2,052",0,"283,456",0,"8,503","35,917","-2,446","243,589","560,765","-256,444","-298,722","-43,330"
2016-11-08,42100,42150,41250,41500,1882987,0,41437.50472,41035.85771,401.6470042,561.2347882,58.01104972,51.3897306,41270,41382.5,39077.5,34922.08333,32045,41432.60521,41269.92553,39112.49163,36456.87256,35009.5796,-112.5,2192.5,6347.916667,9225,2305,6460.416667,9337.5,4155.416667,7032.5,2877.083333,162.6796869,2320.113589,4975.732653,6423.025619,2157.433902,4813.052966,6260.345932,2655.619063,4102.91203,1447.292966,"22,535","-3,744","18,376","236,907","2,530","10,649","-9,113","50,581","46,941","379,406","-608,879","233,322","138,089"
2016-11-09,41650,41750,38700,39650,5779291,-4.457831325,41162.50399,40933.20159,229.3024052,494.8483116,48.16513761,50.744812,41000,41302.5,39175,35036.66667,32082.70833,40838.40348,41115.64691,39130.11485,36509.65153,35048.08931,-302.5,1825,5963.333333,8917.291667,2127.5,6265.833333,9219.791667,4138.333333,7092.291667,2953.958333,-277.2434297,1708.288625,4328.751948,5790.314168,1985.532055,4605.995378,6067.557597,2620.463323,4082.025542,1461.562219,"-8,229","-2,136","7,489","356,554","22,367","12,308","142,793","241,089","112,649","887,020","-1,386,139","501,317","-369,294"
2016-11-10,41000,41050,40500,41000,2520434,3.404791929,41137.50338,40938.14962,199.3537604,435.7494014,50.22026432,50.63990246,40970,41305,39278.33333,35160,32126.25,40892.26898,41104.63292,39191.42256,36583.87216,35097.48276,-335,1691.666667,5810,8843.75,2026.666667,6145,9178.75,4118.333333,7152.083333,3033.75,-212.3639308,1700.846423,4308.39682,5794.786226,1913.210354,4520.760751,6007.150157,2607.550397,4093.939802,1486.389406,"20,581","8,766","11,371","90,125",0,"12,184","40,603","65,865","175,290","416,019","53,053","-476,163","433,015"
2016-11-11,40000,40450,39550,39850,2962651,-2.804878049,40939.42594,40857.54594,81.8799929,364.9755197,48.71794872,50.25551172,40700,41220,39370,35270.41667,32162.29167,40544.84599,40985.14407,39213.01526,36637.85775,35136.92274,-520,1330,5429.583333,8537.708333,1850,5949.583333,9057.708333,4099.583333,7207.708333,3108.125,-440.2980765,1331.830726,3906.988241,5407.923254,1772.128802,4347.286318,5848.22133,2575.157516,4076.092528,1500.935013,"-70,291","1,726","4,251","-197,525",0,"-11,978","-34,167","-17,056","249,711","-77,055","-189,705","264,399","-56,206"
2016-11-14,40000,40450,39700,39700,1589911,-0.376411543,40748.74502,40771.8018,-23.05677639,287.3690605,43.83561644,48.97153266,40340,41090,39470,35382.08333,32198.54167,40263.23066,40862.74939,39228.98198,36688.47167,35174.7906,-750,870,4957.916667,8141.458333,1620,5707.916667,8891.458333,4087.916667,7271.458333,3183.541667,-599.5187334,1034.248683,3574.75899,5088.440063,1633.767417,4174.277723,5687.958796,2540.510307,4054.19138,1513.681073,"-46,001","-3,459","9,257","-54,605",0,"6,225","-16,789","10,674","240,945","149,706","-240,710","97,992","-344,615"
2016-11-15,39700,40400,39500,39700,2030086,0,40587.39963,40692.40907,-105.0094386,208.8933606,32.41758242,45.66074261,39980,40992.5,39572.5,35486.25,32236.25,40075.48711,40752.01136,39244.42519,36738.249,35212.3442,-1012.5,407.5,4493.75,7743.75,1420,5506.25,8756.25,4086.25,7336.25,3250,-676.5242492,831.061916,3337.238109,4863.142905,1507.586165,4013.762358,5539.667154,2506.176193,4032.080989,1525.904796,"-26,513",-65,"-2,138","-65,383","-2,746",-491,"-28,059","-29,460","138,101","-16,689","159,229","-142,166","250,836"
2016-11-16,40450,41000,40250,40850,2101878,2.896725441,40627.79969,40704.08248,-76.28278441,151.8581316,39.408867,44.41036749,40220,41032.5,39684.16667,35602.91667,32280.625,40333.65807,40761.34361,39297.06699,36806.21182,35259.12973,-812.5,535.8333333,4617.083333,7939.375,1348.333333,5429.583333,8751.875,4081.25,7403.541667,3322.291667,-427.6855366,1036.591083,3527.446247,5074.528344,1464.27662,3955.131784,5502.21388,2490.855163,4037.93726,1547.082097,"37,047","-1,021","2,535","92,117",107,"11,200","40,072","3,961","-196,351","-9,312","482,712","-471,384","181,909"
2016-11-17,41500,41900,41200,41900,2383464,2.570379437,40823.52282,40792.66896,30.85385676,127.6572767,47.41784038,45.01186207,40400,41125,39792.5,35726.66667,32322.29167,40855.77205,40869.78707,39382.40905,36890.40667,35314.24068,-725,607.5,4673.333333,8077.708333,1332.5,5398.333333,8802.708333,4065.833333,7470.208333,3404.375,-14.01502619,1473.362994,3965.365377,5541.531364,1487.37802,3979.380404,5555.54639,2492.002384,4068.16837,1576.165986,"-29,321","-15,406","-20,188","24,251","1,914",-755,"1,637","12,086","-265,496","-275,872","891,426","-599,803","-43,851"
2016-11-18,42300,42400,41700,42000,3331134,0.238663484,41004.51931,40882.10089,122.4184177,126.6095049,55.37634409,47.08475847,40830,41177.5,39892.5,35851.66667,32360.83333,41237.18136,40977.4264,39468.23171,36974.86276,35369.72416,-347.5,937.5,4978.333333,8469.166667,1285,5325.833333,8816.666667,4040.833333,7531.666667,3490.833333,259.754965,1768.949657,4262.318607,5867.457201,1509.194692,4002.563642,5607.702236,2493.368949,4098.507544,1605.138594,"98,348","1,702","40,479","523,630","4,099",220,"182,116","63,814","-185,362","727,344","-184,215","-543,626","-430,821"
2016-11-21,41800,41900,40650,40750,1883627,-2.976190476,40965.36249,40872.31564,93.04685245,119.8969744,43.45549738,46.35890625,41040,41207.5,39978.33333,35952.5,32397.29167,41074.78758,40955.76674,39510.2569,37037.26172,35414.37376,-167.5,1061.666667,5087.5,8642.708333,1229.166667,5255,8810.208333,4025.833333,7581.041667,3555.208333,119.0208339,1564.530679,4037.525856,5660.413821,1445.509845,3918.505022,5541.392987,2472.995177,4095.883142,1622.887965,"49,213","1,688","1,280","94,234","3,523","9,650","12,565","45,891","29,698","246,054","-413,817","166,285","-225,653"
2016-11-22,41250,42800,41200,42700,3306186,4.785276074,41232.2298,41007.69966,224.5301349,140.8236065,58.0952381,48.70617262,41640,41290,40094.16667,36066.66667,32443.54167,41616.52505,41121.8842,39614.83864,37130.8607,35474.83538,350,1545.833333,5573.333333,9196.458333,1195.833333,5223.333333,8846.458333,4027.5,7650.625,3623.125,494.6408553,2001.686413,4485.664351,6141.689667,1507.045557,3991.023495,5647.048812,2483.977938,4140.003254,1656.025316,"43,374","-17,917","23,600","313,621","4,129","-1,052","26,022","207,353","15,611","632,658","570,024","-1,183,276","1,077,191"
2016-11-23,43000,43900,42550,43050,4047443,0.819672131,41511.88675,41158.98117,352.9055826,183.2400017,58.87850467,50.74063903,42080,41297.5,40216.66667,36186.25,32492.29167,42094.35003,41305.51427,39727.46688,37228.69771,35537.69982,782.5,1863.333333,5893.75,9587.708333,1080.833333,5111.25,8805.208333,4030.416667,7724.375,3693.958333,788.8357617,2366.883154,4865.65232,6556.650213,1578.047393,4076.816559,5767.814452,2498.769166,4189.767059,1690.997893,"189,095","-9,737","4,067","189,172","2,331","-10,368","63,484","86,889","-243,106","281,564","848,785","-1,117,493","-414,985"
2016-11-24,43350,43850,42500,42650,1789745,-0.929152149,41686.9811,41269.42701,417.5540891,230.1028192,56.56108597,51.90472842,42230,41280,40323.33333,36304.16667,32540,42279.56669,41433.56053,39823.28764,37318.30602,35596.72306,950,1906.666667,5925.833333,9690,956.6666667,4975.833333,8740,4019.166667,7783.333333,3764.166667,846.0061572,2456.279051,4961.260673,6682.843631,1610.272894,4115.254516,5836.837473,2504.981622,4226.564579,1721.582957,"33,980",-655,"19,560","153,723","-1,746","-1,123","51,022","53,974","123,636","433,026","-418,876","-13,159","-755,364"
2016-11-25,43050,43300,42250,42600,1328958,-0.117233294,41827.44554,41367.98797,459.4575732,275.97377,55.09259259,52.54230125,42350,41287.5,40429.16667,36425.41667,32587.70833,42386.37779,41544.65001,39914.32739,37405.60674,35654.84154,1062.5,1920.833333,5924.583333,9762.291667,858.3333333,4862.083333,8699.791667,4003.75,7841.458333,3837.708333,841.7277876,2472.050405,4980.77105,6731.536253,1630.322618,4139.043262,5889.808466,2508.720644,4259.485848,1750.765203,-320,578,"1,253","69,965","4,049","-5,723","-33,143","55,090","157,842","249,013","-330,285","80,440","497,032"
2016-11-28,42400,43250,42100,42600,1513215,0,41946.30008,41459.24812,487.0519546,318.1894069,55.09259259,53.05235952,42720,41367.5,40534.16667,36550.41667,32635.20833,42457.5852,41645.15953,40002.38223,37491.46448,35712.47771,1352.5,2185.833333,6169.583333,10084.79167,833.3333333,4817.083333,8732.291667,3983.75,7898.958333,3915.208333,812.4256667,2455.202968,4966.120712,6745.107486,1642.777301,4153.695046,5932.681819,2510.917744,4289.904518,1778.986773,"30,513","-8,557","2,747","23,486",623,"-8,425","45,099","37,925","-193,931","-61,963","9,786","60,613","190,249"
2016-11-29,42400,43100,41800,42400,1777480,-0.469483568,42016.10006,41528.93345,487.1666185,351.9848492,65.0273224,55.4473521,42660,41387.5,40633.33333,36665,32683.95833,42438.39013,41717.0491,40080.99265,37572.5973,35767.97582,1272.5,2026.666667,5995,9976.041667,754.1666667,4722.5,8703.541667,3968.333333,7949.375,3981.041667,721.3410329,2357.397484,4865.792829,6670.41431,1636.056451,4144.451796,5949.073278,2508.395345,4313.016826,1804.621481,"-31,292","1,085","3,779","71,846",0,"6,930","72,216","37,695","32,876","194,050","-254,912","60,291","-423,951"
2016-11-30,42900,43800,42650,42900,4325524,1.179245283,42152.08467,41630.49393,521.5907385,385.9060271,61.44578313,56.64703831,42630,41482.5,40746.66667,36784.58333,32736.875,42592.26009,41829.71109,40173.41912,37660.65354,35827.16274,1147.5,1883.333333,5845.416667,9893.125,735.8333333,4697.916667,8745.625,3962.083333,8009.791667,4047.708333,762.5489988,2418.84097,4931.606543,6765.097344,1656.291971,4169.057544,6002.548346,2512.765572,4346.256374,1833.490802,"132,903","-111,540","53,821","547,457","21,297","-22,053","50,037","33,910","-191,919","625,453","-245,878","-262,602","210,611"
