날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2016-08-04,33950,34200,33350,33650,1477680,0.298062593,33337.44338,32543.75917,793.6842011,781.1842676,57.85123967,61.32976901,34040,32832.5,30325,29590,30770.41667,33716.41871,32878.79979,31148.74226,30585.87915,32073.99493,1207.5,3715,4450,3269.583333,2507.5,3242.5,2062.083333,735,-445.4166667,-1180.416667,837.6189214,2567.676451,3130.539562,1642.423778,1730.05753,2292.920641,804.8048568,562.8631113,-925.2526727,-1488.115784,"47,200","-7,049","-12,155","104,162",70,"-6,518","99,733","54,525","-14,422","272,595","-167,522","-95,426","-460,041"
2016-08-05,34300,34900,33950,34800,2830058,3.417533432,33562.45209,32710.88812,851.5639624,795.2602065,64.33566434,61.93094808,34120,33020,30470,29652.08333,30766.875,34077.61247,33061.77124,31268.45563,30655.53404,32096.61738,1100,3650,4467.916667,3353.125,2550,3367.916667,2253.125,817.9166667,-296.875,-1114.791667,1015.841237,2809.156846,3422.078436,1980.995094,1793.31561,2406.2372,965.153857,612.9215898,-828.1617528,-1441.083343,"90,141","80,015","37,493","219,787","3,095","1,577","-2,042","77,684","51,297","479,032","355,956","-898,838","131,140"
2016-08-08,35150,35250,34400,34950,2157854,0.431034483,33775.921,32876.74826,899.1727332,816.0427119,67.85714286,63.11618703,34140,33167.5,30617.5,29712.5,30766.45833,34368.40831,33241.60255,31389.162,30726.51694,32120.2969,972.5,3522.5,4427.5,3373.541667,2550,3455,2401.041667,905,-148.9583333,-1053.958333,1126.805768,2979.246316,3641.89137,2248.111412,1852.440548,2515.085602,1121.305644,662.6450542,-731.1349037,-1393.779958,"-12,336","-6,003","35,648","78,686","9,514",776,"-29,431","14,738","82,454","180,049","78,699","-264,553","-188,545"
2016-08-09,34850,35200,34450,35050,2112078,0.286123033,33971.93315,33037.72987,934.2032774,839.674825,71.85185185,64.86332,34400,33320,30766.66667,29763.75,30775,34595.60554,33413.83088,31509.18947,30797.97947,32144.60979,1080,3633.333333,4636.25,3625,2553.333333,3556.25,2545,1002.916667,-8.333333333,-1011.25,1181.774668,3086.416069,3797.626069,2450.995752,1904.641401,2615.851401,1269.221084,711.2099998,-635.420317,-1346.630317,"-2,357","-13,353","1,469","84,091","-13,945","-4,467","-103,800","-68,407","42,772","-64,644","388,865","-307,360","-24,126"
2016-08-10,34900,35000,33650,33800,3193311,-3.566333809,33945.4819,33094.19433,851.2875696,841.9973739,60.37735849,63.9661277,34450,33377.5,30898.33333,29795,30778.125,34330.4037,33450.60889,31584.29802,30847.59965,32158.34747,1072.5,3551.666667,4655,3671.875,2479.166667,3582.5,2599.375,1103.333333,120.2083333,-983.125,879.7948084,2746.10568,3482.804047,2172.056226,1866.310871,2603.009239,1292.261418,736.6983677,-574.0494532,-1310.747821,"-79,300","-4,618","-3,382","-102,949","-13,001","-4,594","-300,776","-77,672","-135,712","-717,386","-269,169","981,767","188,935"
2016-08-11,33700,34800,33450,34800,2980478,2.958579882,34076.94622,33220.5503,856.3959173,844.8770826,65.90909091,64.35472034,34680,33465,31041.66667,29833.33333,30789.79167,34486.9358,33579.12233,31689.73087,30912.92858,32180.2699,1215,3638.333333,4846.666667,3890.208333,2423.333333,3631.666667,2675.208333,1208.333333,251.875,-956.4583333,907.8134706,2797.204929,3574.007217,2306.6659,1889.391459,2666.193747,1398.85243,776.8022882,-490.5390289,-1267.341317,"-20,690","-2,332","-15,336","-25,393","1,597","-4,471","-260,745","88,268","42,701","-194,069","689,770","-493,873","-42,025"
2016-08-12,34450,35100,34200,34350,2437735,-1.293103448,34118.95449,33304.21324,814.7412506,838.8499162,60.57142857,63.59806199,34590,33547.5,31170.83333,29872.91667,30803.54167,34441.29053,33652.53925,31776.95281,30969.73968,32198.27596,1042.5,3419.166667,4717.083333,3786.458333,2376.666667,3674.583333,2743.958333,1297.916667,367.2916667,-930.625,788.7512836,2664.337725,3471.550854,2243.014576,1875.586441,2682.79957,1454.263292,807.2131291,-421.3231491,-1228.536278,"-118,453","-19,964","41,517","-138,462","-8,959","-13,387","-52,573","-43,094","170,896","-162,515","175,024","14,036","424,784"
2016-08-16,34950,34950,33700,33700,2883043,-1.892285298,34054.49996,33333.53078,720.9691755,815.273768,59.21787709,62.72202501,34340,33595,31294.16667,29904.58333,30804.375,34194.19369,33657.05932,31840.00353,31014.86795,32210.7384,745,3045.833333,4435.416667,3535.625,2300.833333,3690.416667,2790.625,1389.583333,489.7916667,-899.7916667,537.1343682,2354.190153,3179.32574,1983.455292,1817.055785,2642.191372,1446.320924,825.135587,-370.7348617,-1195.870449,"-102,940","5,961","-2,855","-205,149",0,"-1,669","-35,012","1,498","37,242","-308,885","-142,558","438,748","-417,831"
2016-08-17,33750,33900,32900,33550,2083372,-0.445103858,33976.88458,33349.56554,627.3190406,777.6828226,50.64935065,60.30749014,34040,33650,31400,29930.83333,30804.79167,33979.46246,33646.86319,31896.06899,31056.77096,32221.8526,390,2640,4109.166667,3235.208333,2250,3719.166667,2845.208333,1469.166667,595.2083333,-873.9583333,332.5992647,2083.393466,2922.691502,1757.609858,1750.794202,2590.092237,1425.010594,839.2980357,-325.7836079,-1165.081644,"-117,144","-7,517","-6,558","-14,004","-10,500","-4,097","-65,720","-56,307","-16,940","-291,270","103,553","194,084","-25,730"
2016-08-18,33550,34250,33550,34150,1855081,1.788375559,34003.51772,33408.85698,594.6607407,741.0784062,53.65853659,58.97769943,34110,33752.5,31521.66667,29957.91667,30799.16667,34036.30831,33694.78098,31969.96837,31107.89871,32237.85382,357.5,2588.333333,4152.083333,3310.833333,2230.833333,3794.583333,2953.333333,1563.75,722.5,-841.25,341.5273208,2066.339936,2928.409597,1798.454482,1724.812615,2586.882276,1456.927162,862.0696602,-267.8854539,-1129.955114,"31,539","-1,293","-2,160","2,376","7,700","-1,343","-13,791","13,197","-198,802","-161,284","491,859","-329,462","349,269"
2016-08-19,34400,35400,34200,35400,4683750,3.660322108,34218.36115,33556.34906,662.0120927,725.2651435,55.81395349,58.34495024,34230,33915,31660.83333,29996.25,30792.91667,34490.8722,33857.1828,32082.42842,31178.84253,32264.0957,315,2569.166667,4233.75,3437.083333,2254.166667,3918.75,3122.083333,1664.583333,867.9166667,-796.6666667,633.689408,2408.443781,3312.029672,2226.776504,1774.754373,2678.340264,1593.087096,903.5858907,-181.6672774,-1085.253168,"174,988","-26,268","7,980","304,598","1,803","20,091","97,513","97,097","-187,578","516,492","1,730,947","-2,193,484","-206,281"
2016-08-22,35500,36050,35250,36000,4149396,1.694915254,34492.45943,33737.36024,755.0991965,731.2319541,56.57142857,57.9902459,34560,34115,31810.83333,30039.58333,30793.75,34993.9148,34061.26062,32210.87339,31258.53109,32295.09906,445,2749.166667,4520.416667,3766.25,2304.166667,4075.416667,3321.25,1771.25,1017.083333,-754.1666667,932.6541778,2783.04141,3735.383717,2698.815747,1850.387232,2802.729539,1766.161569,952.3423073,-84.22566283,-1036.56797,"16,132","-17,682",650,"48,989","2,050","-20,700","89,460","-45,063","5,644","97,162","1,492,076","-1,570,736","-42,182"
2016-08-23,36250,36300,35550,35600,3014421,-1.111111111,34662.85029,33875.33355,787.5167372,742.4889107,61.49068323,58.69033337,34940,34270,31926.66667,30086.25,30798.75,35195.9432,34207.80723,32321.9923,31330.2909,32322.52562,670,3013.333333,4853.75,4141.25,2343.333333,4183.75,3471.25,1840.416667,1127.916667,-712.5,988.1359698,2873.950904,3865.6523,2873.417582,1885.814934,2877.51633,1885.281613,991.7013957,-0.533321522,-992.2347172,"7,503","-28,593","-12,325","24,609","-13,000",750,"-91,826","-61,809","-31,063","-177,161","434,759","-230,273","-522,438"
2016-08-24,35900,35950,35300,35750,1689924,0.421348315,34830.10409,34014.19773,815.9063575,757.1724001,63.75,59.7022667,35380,34455,32039.16667,30126.25,30804.58333,35380.6288,34354.68273,32434.38599,31403.34394,32350.96939,925,3340.833333,5253.75,4575.416667,2415.833333,4328.75,3650.416667,1912.916667,1234.583333,-678.3333333,1025.946068,2946.242808,3977.284856,3029.659411,1920.296741,2951.338789,2003.713344,1031.042048,83.41660284,-947.625445,"-30,188","-6,349",937,"21,640","-2,000","4,016","-99,125","26,119","-168,289","-246,890","477,612","-225,322","681,183"
2016-08-25,35100,35750,34900,35700,1568516,-0.13986014,34963.93423,34139.07198,824.8622553,770.7103711,62.89308176,60.34042971,35690,34567.5,32155.83333,30157.5,30805.83333,35487.08587,34482.80819,32541.4553,31474.36305,32378.76218,1122.5,3534.166667,5532.5,4884.166667,2411.666667,4410,3761.666667,1998.333333,1350,-648.3333333,1004.27768,2945.630563,4012.722814,3108.323692,1941.352883,3008.445134,2104.046012,1067.092251,162.6931294,-904.3991218,"6,072","-3,973","-6,479","109,049","2,144","-8,920","-133,814","-99,830","89,707","-42,071","129,934","-87,350","-88,774"
2016-08-26,35850,36350,35750,36250,2635343,1.540616246,35161.7905,34295.43701,866.3534887,789.8389946,59.86394558,60.24513288,35860,34702.5,32285,30193.75,30811.66667,35741.39058,34651.11217,32663.04693,31553.2992,32410.88863,1157.5,3575,5666.25,5048.333333,2417.5,4508.75,3890.833333,2091.25,1473.333333,-617.9166667,1090.278409,3078.343644,4188.091377,3330.501948,1988.065236,3097.812969,2240.22354,1109.747733,252.1583038,-857.5894289,"88,141","-46,406","65,985","35,598","4,214","-3,800","-62,811","-68,296","61,283","120,314","891,180","-955,272","105,156"
2016-08-29,35350,36400,35300,36250,2782441,0,35329.20735,34440.21946,888.987891,809.6687739,59.02777778,60.00166186,35910,34795,32421.66667,30230,30817.91667,35910.92705,34803.3872,32780.65195,31630.93062,32442.74848,1115,3488.333333,5680,5092.083333,2373.333333,4565,3977.083333,2191.666667,1603.75,-587.9166667,1107.539851,3130.2751,4279.996433,3468.178577,2022.735249,3172.456582,2360.638726,1149.721333,337.903477,-811.8178562,"-110,151","11,813",842,"-119,125","5,280","-4,086","-68,559","-139,740","33,155","-402,384","710,212","-321,501","-485,429"
2016-08-30,36800,36950,35550,36300,2766460,0.137931034,35478.56006,34577.98098,900.5790849,827.8508361,58.74125874,59.74958124,36050,34867.5,32566.66667,30278.33333,30824.375,36040.61803,34945.92175,32896.04041,31708.10532,32474.75886,1182.5,3483.333333,5771.666667,5225.625,2300.833333,4589.166667,4043.125,2288.333333,1742.291667,-546.0416667,1094.696281,3144.577622,4332.512715,3565.859173,2049.88134,3237.816434,2471.162892,1187.935093,421.2815514,-766.6535418,"69,935","-1,971","11,537","66,002","-15,300","-5,176","-87,089","4,711","50,716","95,336","299,451","-400,143","-521,484"
2016-08-31,36400,36450,35750,36450,2832970,0.41322314,35628.01236,34716.64906,911.3633071,844.5533303,71.90082645,62.17983028,36190,35002.5,32696.66667,30327.5,30826.25,36177.07869,35089.1673,33012.56368,31786.48374,32507.74841,1187.5,3493.333333,5862.5,5363.75,2305.833333,4675,4176.25,2369.166667,1870.416667,-498.75,1087.911389,3164.515012,4390.594946,3669.330275,2076.603623,3302.683556,2581.418886,1226.079934,504.8152636,-721.2646703,"48,570","-1,266","-28,309","10,141","-11,226","-9,057","-24,583","-126,227","-121,397","-262,088","567,893","-306,819","889,095"
2016-09-01,36400,36400,35700,36100,1713669,-0.960219479,35700.62584,34819.1195,881.5063495,851.9439341,62.03703704,62.15127163,36270,35130,32822.5,30375.83333,30826.875,36151.38579,35185.43708,33113.7911,31857.78153,32537.55963,1140,3447.5,5894.166667,5443.125,2307.5,4754.166667,4303.125,2446.666667,1995.625,-451.0416667,965.9487117,3037.594695,4293.60426,3613.826162,2071.645983,3327.655548,2647.877451,1256.009565,576.2314675,-679.7780974,"-9,086","-4,681",6,"-23,892","-11,268",64,"106,645","1,320","-113,579","-49,790","71,352","-16,287","-145,073"
2016-09-02,36100,36700,35950,36650,1828390,1.523545706,35846.68341,34954.74027,891.9431337,859.943774,70.90909091,63.90283549,36350,35280,32950,30425.41667,30833.75,36317.59053,35324.91926,33229.73237,31936.99176,32571.68777,1070,3400,5924.583333,5516.25,2330,4854.583333,4446.25,2524.583333,2116.25,-408.3333333,992.6712645,3087.858155,4380.598773,3745.902762,2095.18689,3387.927508,2753.231497,1292.740618,658.0446071,-634.6960107,"13,871","-44,034",457,"77,923",0,"3,770","121,853","115,454","-182,779","150,549","556,218","-642,095","118,144"
2016-09-05,36900,37500,36850,37500,2337575,2.319236016,36101.03981,35143.27803,957.761775,879.5073742,83.33333333,67.78893506,36600,35415,33091.66667,30485,30845.83333,36711.72702,35532.06981,33369.74115,32028.94231,32612.58662,1185,3508.333333,6115,5754.166667,2323.333333,4930,4569.166667,2606.666667,2245.833333,-360.8333333,1179.657209,3341.985871,4682.784714,4099.140396,2162.328662,3503.127505,2919.483187,1340.798843,757.154525,-583.6443179,"8,430","-3,705","16,471","226,171","-2,748","-1,669","175,923","101,361","205,387","729,326","437,613","-1,159,151","-29,126"
2016-09-06,37750,38000,37350,38000,2123160,1.333333333,36393.18753,35354.88707,1038.300462,911.2659919,86.7768595,71.58651995,36940,35567.5,33252.5,30552.5,30864.16667,37141.15135,35767.11078,33521.55291,32127.63747,32657.29545,1372.5,3687.5,6387.5,6075.833333,2315,5015,4703.333333,2700,2388.333333,-311.6666667,1374.040565,3619.598432,5013.513872,4483.855898,2245.557867,3639.473307,3109.815333,1393.91544,864.2574659,-529.6579741,"154,423","-22,752","16,968","110,234","-17,111","-1,697","35,104","78,645","-146,731","229,835","719,183","-926,868","242,105"
2016-09-07,38200,38800,37900,37900,3786844,-0.263157895,36625.00483,35543.41395,1081.590882,945.3309699,83.78378378,74.02597271,37230,35710,33400,30625,30875.83333,37394.1009,35970.24309,33665.10856,32223.04843,32700.80337,1520,3830,6605,6354.166667,2310,5085,4834.166667,2775,2524.166667,-250.8333333,1423.85781,3728.992341,5171.052472,4693.297528,2305.134531,3747.194663,3269.439718,1442.060131,964.3051865,-477.7549449,"254,163","-38,084","136,557","418,001","-6,399","5,821","291,141","196,856","108,461","1,404,601","-496,482","-870,204","-624,125"
2016-09-08,37900,38700,37900,38700,3698781,2.110817942,36944.23486,35777.23514,1166.999719,989.6647196,82.35294118,75.69136641,37750,35955,33545.83333,30703.75,30886.45833,37829.4006,36230.21994,33830.18696,32330.10548,32750.58923,1795,4204.166667,7046.25,6863.541667,2409.166667,5251.25,5068.541667,2842.083333,2659.375,-182.7083333,1599.180662,3999.213634,5499.295122,5078.811364,2400.032972,3900.11446,3479.630702,1500.081489,1079.59773,-420.4837582,"74,701","-21,085","-10,045","348,838","-11,522","-9,593","131,681","39,200","6,091","569,351","5,677","-552,682","317,513"
2016-09-09,38550,39000,38350,38950,2748415,0.645994832,37252.81411,36012.25476,1240.559352,1039.843646,81.05263158,76.76361944,38210,36162.5,33700.83333,30782.91667,30899.79167,38202.93373,36489.24661,33998.04969,32439.52522,32802.03663,2047.5,4509.166667,7427.083333,7310.208333,2461.666667,5379.583333,5262.708333,2917.916667,2801.041667,-116.875,1713.687123,4204.884045,5763.408512,5400.897106,2491.196922,4049.721389,3687.209983,1558.524467,1196.013061,-362.5114062,"94,350","18,895","-4,912","27,054",500,"-4,632","194,124","2,391","-189,717","119,158","139,635","-276,033","135,423"
2016-09-12,37500,38300,37000,37000,4885896,-5.006418485,37213.91963,36085.42107,1128.498559,1057.574629,61.11111111,73.63311777,38110,36295,33834.16667,30845,30908.95833,37801.95582,36537.88979,34096.47429,32514.90497,32836.8745,1815,4275.833333,7265,7201.041667,2460.833333,5450,5386.041667,2989.166667,2925.208333,-63.95833333,1264.066032,3705.481534,5287.050853,4965.081325,2441.415502,4022.984821,3701.015293,1581.569319,1259.599791,-321.9695281,"-42,969","-65,040","13,091","108,472","9,843","-6,729","158,560","53,610","305,075","598,953","-1,241,611","707,187","-913,910"
2016-09-13,37600,38300,37500,37800,3928646,2.162162162,37304.08584,36212.42692,1091.658923,1064.391488,64.74820144,71.85613451,38070,36500,33963.33333,30908.33333,30921.04167,37801.30388,36658.09076,34217.90136,32602.26191,32878.06226,1570,4106.666667,7161.666667,7148.958333,2536.666667,5591.666667,5578.958333,3055,3042.291667,-12.70833333,1143.213119,3583.402521,5199.04197,4923.241621,2440.189402,4055.82885,3780.028501,1615.639449,1339.8391,-275.800349,"-45,766","23,562","10,933","176,454","5,294","2,374","51,759","66,623","-478,596","-210,925","252,445","-65,493","972,143"
2016-09-19,38700,39450,38250,39200,5283684,3.703703704,37595.76494,36433.72863,1162.036315,1083.920453,71.08433735,71.70177508,38330,36782.5,34120,30982.91667,30939.79167,38267.53592,36900.17736,34381.24886,32711.31543,32930.52647,1547.5,4210,7347.083333,7390.208333,2662.5,5799.583333,5842.708333,3137.083333,3180.208333,43.125,1367.358565,3886.287064,5556.220487,5337.009447,2518.9285,4188.861922,3969.650882,1669.933423,1450.722382,-219.2110404,"145,820","-8,977","31,166","472,202","1,327","-1,238","365,458","48,273","-174,053","888,955","-27,660","-851,795","-237,355"
2016-09-20,39200,39450,38750,39250,2594490,0.12755102,37850.26264,36642.34132,1207.921322,1108.720627,69.23076923,71.20757391,38440,37037.5,34258.33333,31064.58333,30962.29167,38595.02395,37123.96999,34540.88004,32819.39286,32982.97024,1402.5,4181.666667,7375.416667,7477.708333,2779.166667,5972.916667,6075.208333,3193.75,3296.041667,102.2916667,1471.053959,4054.143906,5775.631083,5612.05371,2583.089947,4304.577124,4140.999751,1721.487177,1557.909804,-163.5773733,"43,987",-846,"2,663","145,856","-3,695","4,991","23,212","-2,276","-318,842","-104,104","100,343","7,020","-583,461"
2016-09-21,39000,39150,38650,39150,1731450,-0.25477707,38050.22224,36828.09382,1222.12842,1131.402186,68.35443038,70.6369452,38480,37225,34381.66667,31147.91667,30982.29167,38780.01596,37316.92523,34691.99873,32924.031,33034.14891,1255,4098.333333,7332.083333,7497.708333,2843.333333,6077.083333,6242.708333,3233.75,3399.375,165.625,1463.090737,4088.017236,5855.984966,5745.867057,2624.926499,4392.894229,4282.77632,1767.96773,1657.849821,-110.117909,"50,577","12,686","1,423","160,061",0,-585,"-13,271","36,620","-195,379","39,446","-61,732","9,584","133,785"
2016-09-22,39800,39800,39150,39400,3214630,0.638569604,38257.88035,37018.60539,1239.274968,1152.976742,69.13580247,70.33671665,38960,37395,34508.33333,31238.33333,31006.66667,38986.67731,37515.3133,34846.35943,33031.07181,33086.97755,1565,4451.666667,7721.666667,7953.333333,2886.666667,6156.666667,6388.333333,3270,3501.666667,231.6666667,1471.364009,4140.317884,5955.605501,5899.699762,2668.953875,4484.241493,4428.335754,1815.287617,1759.381878,-55.90573888,"8,387",791,"10,667","30,618",-173,"-4,849","-3,345","30,066","35,824","107,195","270,097","-374,263","664,753"
2016-09-23,39550,39650,39050,39350,2095120,-0.126903553,38425.89876,37191.30128,1234.597478,1169.300889,68.125,69.89437332,39270,37582.5,34630,31325.41667,31030.20833,39107.78487,37690.04537,34994.01977,33135.5169,33138.95284,1687.5,4640,7944.583333,8239.791667,2952.5,6257.083333,6552.291667,3304.583333,3599.791667,295.2083333,1417.739505,4113.765101,5972.267971,5968.832036,2696.025595,4554.528465,4551.09253,1858.50287,1855.066935,-3.435934868,"65,211",-669,"32,300","120,541",170,"6,601","62,837","43,496","154,016","485,172","-214,371","-268,337","431,872"
2016-09-26,39350,39500,38800,39500,1669862,0.381194409,38591.14511,37362.316,1228.829103,1181.206532,71.79487179,70.27447302,39330,37770,34769.16667,31415.83333,31050.83333,39238.52325,37862.422,35141.75683,33240.71497,33191.74161,1560,4560.833333,7914.166667,8279.166667,3000.833333,6354.166667,6719.166667,3353.333333,3718.333333,365,1376.101249,4096.76642,5997.808278,6046.781638,2720.66517,4621.707029,4670.680389,1901.041859,1950.015219,48.97335972,"-48,437",-595,"4,383","184,303",0,"-1,652","202,462","-7,582","10,411","343,888","-110,744","-232,154","-420,405"
2016-09-27,39400,41150,39150,41150,4001505,4.17721519,38984.81509,37642.88519,1341.929901,1213.351206,75.28089888,71.27575819,39710,38042.5,34925,31524.16667,31075,39875.68217,38175.52467,35338.74841,33371.44695,33257.78525,1667.5,4785,8185.833333,8635,3117.5,6518.333333,6967.5,3400.833333,3850,449.1666667,1700.1575,4536.933757,6504.235212,6617.896917,2836.776258,4804.077712,4917.739417,1967.301454,2080.96316,113.6617056,"-30,177","-14,565","1,087","146,080","-1,571","-114,275","86,076","38,909","128,698","254,827","1,029,461","-1,269,443","453,676"
2016-09-28,41300,42000,40950,41200,4189804,0.121506683,39325.61277,37906.37517,1419.237594,1254.528484,72.83950617,71.58850779,40120,38290,35071.66667,31632.5,31091.66667,40317.12144,38463.56994,35530.92059,33500.84453,33323.69574,1830,5048.333333,8487.5,9028.333333,3218.333333,6657.5,7198.333333,3439.166667,3980,540.8333333,1853.551508,4786.200852,6816.276919,6993.425699,2932.649344,4962.725411,5139.874191,2030.076067,2207.224847,177.1487807,"49,129","-23,165","3,693","64,716",0,"-13,179","4,759","14,433","-64,303","59,248","271,573","-308,824","-1,318,445"
2016-09-29,40600,40750,40150,40200,3976705,-2.427184466,39460.13388,38076.27331,1383.860571,1280.394901,62.79069767,69.82894576,40280,38487.5,35205.83333,31735,31103.75,40278.08096,38628.94423,35684.00516,33611.57437,33380.76051,1792.5,5074.166667,8545,9176.25,3281.666667,6752.5,7383.75,3470.833333,4102.083333,631.25,1649.136735,4594.0758,6666.506595,6897.320452,2944.939065,5017.36986,5248.183718,2072.430795,2303.244652,230.8138577,"-5,286","-13,692","22,745","-58,451","-7,232",-415,"44,805","43,022","191,463","230,651","-912,289","694,650","677,692"
2016-09-30,39750,40950,39600,40200,3764773,0,39573.95944,38233.5864,1340.37304,1292.390529,63.52941176,68.56903896,40450,38682.5,35330,31837.91667,31114.79167,40252.05398,38778.56859,35832.07057,33720.47397,33437.35171,1767.5,5120,8612.083333,9335.208333,3352.5,6844.583333,7567.708333,3492.083333,4215.208333,723.125,1473.485388,4419.983408,6531.58001,6814.702266,2946.49802,5058.094622,5341.216878,2111.596602,2394.718858,283.1222558,"-14,453","-5,177","36,484","235,164","-2,911","-14,130","-42,470","66,660","-5,994","258,350","-193,663","-59,061","899,187"
2016-10-04,41500,41800,41000,41800,3639803,3.980099502,39916.42722,38497.76518,1418.662033,1317.64483,66.66666667,68.1885645,40910,38950,35495.83333,31957.08333,31135.41667,40768.03598,39066.32396,36027.74038,33854.01985,33506.75128,1960,5414.166667,8952.916667,9774.583333,3454.166667,6992.916667,7814.583333,3538.75,4360.416667,821.6666667,1701.712024,4740.295599,6914.016133,7261.284703,3038.583575,5212.30411,5559.57268,2173.720535,2520.989104,347.2685698,"49,149","-34,734","8,898","344,656","-2,566","-1,196","-19,226","22,259","-111,012","290,962","264,928","-521,534","-495,742"
2016-10-05,42150,42950,41200,42600,4387312,1.913875598,40329.28457,38801.63443,1527.650139,1359.645892,68.52791878,68.25643536,41200,39275,35695.83333,32087.91667,31162.91667,41378.69066,39402.86454,36243.22431,33998.58151,33582.21393,1925,5504.166667,9112.083333,10037.08333,3579.166667,7187.083333,8112.083333,3607.916667,4532.916667,925,1975.826121,5135.466349,7380.10915,7796.47673,3159.640229,5404.28303,5820.65061,2244.642801,2661.010381,416.3675802,"-71,750","-1,940","10,490","218,607","-3,806",836,"87,833","56,553","-465,730","-166,967","793,681","-623,012","-1,128,121"
2016-10-06,43100,43150,42400,42550,2815496,-0.117370892,40670.9331,39079.29114,1591.641958,1406.045105,84.90566038,71.58628036,41470,39570,35894.16667,32210.83333,31188.54167,41769.1271,39702.59172,36450.00384,34139.92727,33656.63539,1900,5575.833333,9259.166667,10281.45833,3675.833333,7359.166667,8381.458333,3683.333333,4705.625,1022.291667,2066.535382,5319.123266,7629.199838,8112.491717,3252.587885,5562.664457,6045.956336,2310.076572,2793.368451,483.2918793,"-116,436","23,818","10,373","153,609",0,"1,128","116,588","12,944","-246,719","-68,513","-169,927","214,413","437,313"
2016-10-07,42700,42700,41900,42200,2637734,-0.822561692,40906.17416,39310.45476,1595.719401,1443.979964,79.33333333,73.13569096,41870,39805,36080,32336.25,31211.25,41912.7514,39940.44013,36638.5283,34273.15161,33727.53468,2065,5790,9533.75,10658.75,3725,7468.75,8593.75,3743.75,4868.75,1125,1972.311273,5274.223101,7639.599794,8185.216725,3301.911828,5667.288521,6212.905452,2365.376693,2910.993624,545.6169306,"-15,047",-460,"-2,211","-133,345",487,"-4,903","-31,508","-52,176","-3,402","-242,105","30,755","211,817","658,665"
2016-10-10,42200,42500,41200,41300,2916252,-2.132701422,40966.76275,39457.82848,1508.93427,1456.970825,65,71.50855277,42090,39970,36235,32454.16667,31232.91667,41708.50093,40069.92202,36791.36344,34389.29786,33790.37671,2120,5855,9635.833333,10857.08333,3735,7515.833333,8737.083333,3780.833333,5002.083333,1221.25,1638.578913,4917.137496,7319.203072,7918.124221,3278.558583,5680.624159,6279.545308,2402.065577,3000.986726,598.9211491,"4,502",-895,"-34,970","-42,629",-270,2,"-14,515","8,321","393,676","314,117","-592,539","279,423","-318,276"
2016-10-11,41300,42000,41100,41300,2810503,0,41018.03002,39594.28563,1423.74439,1450.325538,64.74820144,70.1564825,41990,40140,36390,32571.25,31256.04167,41572.33396,40187.07231,36939.18759,34503.52434,33852.69724,1850,5600,9418.75,10733.95833,3750,7568.75,8883.958333,3818.75,5133.958333,1315.208333,1385.261651,4633.146368,7068.809612,7719.636718,3247.884717,5683.547961,6334.375067,2435.663245,3086.49035,650.8271055,"-14,923","-16,833","-10,702","-4,494",414,"11,101","39,984","123,538","329,809","474,727","-466,062","9,369","-8,826"
2016-10-12,41000,41900,41000,41250,3521492,-0.121065375,41053.71771,39716.93114,1336.78657,1427.617745,65.2173913,69.16866426,41720,40267.5,36533.33333,32684.58333,31279.16667,41464.8893,40288.30351,37080.5257,34615.03634,33914.08564,1452.5,5186.666667,9035.416667,10440.83333,3734.166667,7582.916667,8988.333333,3848.75,5254.166667,1405.416667,1176.58579,4384.363604,6849.852966,7550.803661,3207.777814,5673.267176,6374.217871,2465.489362,3166.440057,700.9506952,"-51,185","-5,505","27,042","71,417","-5,208","-6,877","6,775","-4,472","403,938","441,430","-237,022","-198,268","530,577"
2016-10-13,41450,41700,40950,40950,3638071,-0.727272727,41037.76114,39808.26957,1229.491566,1387.992509,61.15107914,67.56514724,41400,40367.5,36665,32799.16667,31309.58333,41293.25954,40351.32223,37207.39371,34719.74648,33972.47497,1032.5,4735,8600.833333,10090.41667,3702.5,7568.333333,9057.916667,3865.833333,5355.416667,1489.583333,941.9373088,4085.865826,6573.513054,7320.784562,3143.928517,5631.575746,6378.847253,2487.647229,3234.918736,747.2715076,"10,440","-3,964","9,643","52,125",0,"-16,746","-2,542","-33,103","-1,047,202","-1,027,385","744,305","285,508","-154,822"
