날짜,시가,고가,저가,종가,"MA_종가,단순,5","MA_종가,단순,20","MA_종가,단순,60","MA_종가,단순,120","MA_종가,단순,240",프로그램순매수(종목),누적,
2024-01-25,375000 ,375500 ,363000 ,368000 ,375500 ,402925 ,420308 ,461325 ,512458 ,-45252 ,6141483 ,
2024-01-24,372500 ,385000 ,370500 ,380500 ,380000 ,405300 ,420925 ,462775 ,513154 ,-34532 ,6186735 ,
2024-01-23,370500 ,379000 ,370500 ,373500 ,381900 ,407250 ,421250 ,464104 ,513790 ,28054 ,6221267 ,
2024-01-22,383500 ,387000 ,371500 ,372000 ,387300 ,409725 ,421683 ,465825 ,514408 ,13342 ,6193213 ,
2024-01-19,390500 ,397000 ,378500 ,383500 ,392800 ,412750 ,422308 ,467675 ,515029 ,-27688 ,6179871 ,
2024-01-18,390000 ,399000 ,387000 ,390500 ,398700 ,414875 ,423392 ,469454 ,515556 ,5110 ,6207559 ,
2024-01-17,400000 ,400500 ,387000 ,390000 ,403700 ,416450 ,424158 ,470942 ,516038 ,-15098 ,6202449 ,
2024-01-16,396500 ,404000 ,394500 ,400500 ,407800 ,418050 ,424933 ,472325 ,516567 ,28223 ,6217547 ,
2024-01-15,409000 ,409500 ,397000 ,399500 ,411200 ,419150 ,425800 ,473654 ,516915 ,-30425 ,6189324 ,
2024-01-12,415000 ,415500 ,409000 ,413000 ,414300 ,419675 ,426892 ,474900 ,517206 ,-29776 ,6219749 ,
2024-01-11,409500 ,420000 ,409500 ,415500 ,414900 ,420250 ,427925 ,475942 ,517385 ,54802 ,6249525 ,
2024-01-10,417500 ,417500 ,405500 ,410500 ,415600 ,420900 ,428900 ,476996 ,517563 ,-16559 ,6194723 ,
2024-01-09,419500 ,419500 ,415000 ,417500 ,416700 ,421900 ,430125 ,478092 ,517760 ,1295 ,6211282 ,
2024-01-08,419500 ,419500 ,414500 ,415000 ,419100 ,422350 ,431392 ,479063 ,518023 ,6110 ,6209987 ,
2024-01-05,416500 ,420500 ,414500 ,416000 ,421600 ,422825 ,432675 ,480188 ,518285 ,967 ,6203877 ,
2024-01-04,414000 ,419000 ,410000 ,419000 ,422600 ,423525 ,433383 ,481304 ,518544 ,-14073 ,6202910 ,
2024-01-03,425500 ,426000 ,416000 ,416000 ,421900 ,424075 ,434133 ,482496 ,518775 ,-54516 ,6216983 ,
2024-01-02,425000 ,429500 ,422000 ,429500 ,422600 ,424700 ,434992 ,483738 ,519015 ,29755 ,6271499 ,
2023-12-28,421500 ,427500 ,421000 ,427500 ,421300 ,425950 ,435433 ,484883 ,519158 ,77018 ,6241744 ,
2023-12-27,417000 ,422000 ,417000 ,421000 ,422300 ,426925 ,436250 ,486063 ,519227 ,26254 ,6164726 ,
2023-12-26,423500 ,423500 ,415000 ,415500 ,423300 ,427625 ,437158 ,487329 ,519279 ,6299 ,6138472 ,
2023-12-22,425500 ,425500 ,419000 ,419500 ,424600 ,428575 ,438167 ,488475 ,519394 ,2726 ,6132173 ,
2023-12-21,428500 ,430000 ,421000 ,423000 ,425100 ,429725 ,439358 ,489563 ,519481 ,-34446 ,6129447 ,
2023-12-20,429000 ,434000 ,428000 ,432500 ,425000 ,431000 ,440425 ,490596 ,519577 ,43202 ,6163893 ,
2023-12-19,422000 ,428000 ,419000 ,426000 ,420500 ,431475 ,441542 ,491667 ,519590 ,39466 ,6120691 ,
2023-12-18,429500 ,430000 ,422000 ,422000 ,420200 ,432525 ,442717 ,492817 ,519633 ,27762 ,6081225 ,
2023-12-15,426500 ,431000 ,422000 ,422000 ,421500 ,433625 ,444133 ,493992 ,519779 ,24573 ,6053463 ,
2023-12-14,419500 ,422500 ,415000 ,422500 ,423200 ,434125 ,445667 ,495217 ,519927 ,56189 ,6028890 ,
2023-12-13,423000 ,424500 ,409500 ,410000 ,424000 ,435125 ,447092 ,496346 ,520065 ,-20685 ,5972701 ,
2023-12-12,427000 ,430500 ,424000 ,424500 ,426900 ,437200 ,448500 ,497604 ,520321 ,14069 ,5993386 ,
2023-12-11,434000 ,434000 ,427000 ,428500 ,428000 ,437825 ,449750 ,498742 ,520540 ,577 ,5979317 ,
2023-12-08,431500 ,436000 ,427500 ,430500 ,428300 ,437175 ,451075 ,500071 ,520785 ,13074 ,5978740 ,
2023-12-07,428000 ,429500 ,420000 ,426500 ,427900 ,436200 ,452383 ,501358 ,521000 ,34794 ,5965666 ,
2023-12-06,430500 ,435000 ,424500 ,424500 ,433500 ,436325 ,453892 ,502713 ,521246 ,-25201 ,5930872 ,
2023-12-05,425000 ,434500 ,423000 ,430000 ,438000 ,436975 ,455600 ,504233 ,521502 ,37297 ,5956073 ,
2023-12-04,429500 ,436000 ,428000 ,430000 ,439000 ,437625 ,457367 ,505750 ,521788 ,43296 ,5918776 ,
2023-12-01,444000 ,448000 ,428500 ,428500 ,439900 ,440800 ,459033 ,507242 ,522065 ,-123076 ,5875480 ,
2023-11-30,444000 ,454500 ,440500 ,454500 ,442700 ,439475 ,460592 ,508596 ,522371 ,47182 ,5998556 ,
2023-11-29,440000 ,447500 ,434000 ,447000 ,441500 ,436325 ,462083 ,509842 ,522623 ,30520 ,5951374 ,
2023-11-28,436500 ,440500 ,434000 ,435000 ,440500 ,432850 ,463850 ,511067 ,522973 ,-7409 ,5920854 ,
2023-11-27,446000 ,447500 ,432500 ,434500 ,442900 ,430375 ,465800 ,512342 ,523506 ,-12693 ,5928263 ,
2023-11-24,449500 ,452500 ,442500 ,442500 ,444800 ,428900 ,467775 ,513588 ,524025 ,-36747 ,5940956 ,
2023-11-23,440500 ,450500 ,440500 ,448500 ,442700 ,426775 ,469500 ,514892 ,524523 ,8297 ,5977703 ,
2023-11-22,443000 ,446000 ,437000 ,442000 ,441500 ,424325 ,470942 ,515988 ,525088 ,-8166 ,5969406 ,
2023-11-21,450000 ,452000 ,444000 ,447000 ,443400 ,422700 ,472325 ,517121 ,525683 ,15095 ,5977572 ,
2023-11-20,432000 ,445500 ,431500 ,444000 ,441400 ,422775 ,473858 ,518254 ,526267 ,55767 ,5962477 ,
2023-11-17,436000 ,437000 ,428000 ,432000 ,435700 ,422400 ,475225 ,519429 ,526779 ,-21063 ,5906710 ,
2023-11-16,447500 ,449500 ,439000 ,442500 ,431500 ,422625 ,476842 ,520613 ,527321 ,-15916 ,5927773 ,
2023-11-15,460000 ,460000 ,446000 ,451500 ,428800 ,423125 ,478467 ,521592 ,527856 ,-5370 ,5943689 ,
2023-11-14,424500 ,444000 ,420500 ,437000 ,426000 ,423800 ,479708 ,522429 ,528342 ,6260 ,5949059 ,
2023-11-13,413000 ,425000 ,408000 ,415500 ,427200 ,425700 ,481458 ,523471 ,528858 ,1482 ,5942799 ,
