날짜,시가,고가,저가,종가,"MA_종가,단순,5","MA_종가,단순,20","MA_종가,단순,60","MA_종가,단순,120","MA_종가,단순,240",프로그램순매수(종목),누적
2014-08-01,26100,26560,25840,25840,27096,26608,27354,27001,27327,82207,4792029
2014-07-31,27480,27700,26720,26860,27348,26622,27371,26998,27321,-17777,4709822
2014-07-30,27760,28160,27480,27900,27396,26597,27372,26984,27311,70968,4727599
2014-07-29,27100,27760,27060,27720,27168,26532,27355,26958,27299,61877,4656631
2014-07-28,27100,27340,26880,27160,27016,26456,27346,26935,27289,4900,4594754
2014-07-25,26920,27100,26700,27100,26996,26420,27356,26921,27283,-28001,4589854
2014-07-24,27000,27160,26620,27100,26948,26376,27371,26908,27277,1014,4617855
2014-07-23,27080,27140,26700,26760,26848,26346,27388,26896,27271,30762,4616841
2014-07-22,26960,27160,26900,26960,26780,26328,27405,26889,27267,-19962,4586079
2014-07-21,26980,27200,26860,27060,26668,26325,27414,26882,27262,11496,4606041
2014-07-18,26300,26860,26280,26860,26400,26294,27423,26873,27257,445,4594545
2014-07-17,26520,26700,26400,26600,26164,26252,27435,26870,27255,24642,4594100
2014-07-16,26260,26460,26220,26420,26068,26245,27448,26869,27254,41715,4569458
2014-07-15,26000,26460,25940,26400,26016,26282,27468,26869,27253,8480,4527743
2014-07-14,25960,26000,25720,25720,25916,26336,27484,26864,27249,-24537,4519263
2014-07-11,26000,26040,25640,25680,25940,26424,27512,26866,27248,-313,4543800
2014-07-10,26160,26220,26040,26120,26028,26507,27539,26869,27248,1104,4544113
2014-07-09,25740,26160,25660,26160,26076,26614,27564,26870,27249,19353,4543009
2014-07-08,25880,26380,25740,25900,26164,26728,27585,26868,27249,21699,4523656
2014-07-07,25820,26020,25800,25840,26224,26869,27618,26864,27250,7277,4501957
2014-07-04,26440,26520,26060,26120,26344,26986,27653,26861,27252,21464,4494680
2014-07-03,26720,26720,26320,26360,26364,27137,27678,26859,27252,26476,4473216
2014-07-02,26340,26620,26120,26600,26392,27289,27702,26856,27246,1878,4446740
2014-07-01,26160,26280,26020,26200,26352,27414,27711,26853,27239,4518,4444862
2014-06-30,26200,26480,26180,26440,26492,27547,27720,26850,27232,15655,4440344
2014-06-27,26140,26380,26120,26220,26492,27685,27727,26848,27227,2971,4424689
2014-06-26,26180,26860,26140,26500,26452,27807,27735,26858,27228,54241,4421718
2014-06-25,26600,26660,26360,26400,26444,27889,27738,26870,27226,-13602,4367477
2014-06-24,26800,27080,26640,26900,26596,27991,27726,26885,27227,25582,4381079
2014-06-23,26420,26640,26320,26440,26712,28074,27694,26896,27225,41976,4355497
2014-06-20,26600,26600,25920,26020,26920,28178,27677,26915,27227,50666,4313521
2014-06-19,26900,26980,26400,26460,27184,28318,27668,26936,27230,-7358,4262855
2014-06-18,27460,27520,27120,27160,27544,28446,27648,26953,27225,-27307,4270213
2014-06-17,27200,27560,27020,27480,27800,28536,27618,26960,27220,-7114,4297520
2014-06-16,27600,27640,27240,27480,28048,28590,27586,26964,27215,31993,4304634
2014-06-13,28040,28080,27260,27340,28188,28626,27550,26968,27211,-68195,4272641
2014-06-12,28600,28600,28020,28260,28548,28674,27519,26972,27208,-9274,4340836
2014-06-11,28240,28600,28240,28440,28776,28661,27478,26972,27204,1059,4350110
2014-06-10,28420,28760,28100,28720,28908,28627,27436,26971,27201,50973,4349051
2014-06-09,29400,29460,28040,28180,28936,28526,27398,26972,27195,38390,4298078
2014-06-05,29320,29600,29000,29140,29140,28467,27368,26979,27192,-6651,4259688
2014-06-03,29680,29900,29300,29400,29044,28354,27329,26975,27183,8400,4266339
2014-06-02,28860,29160,28780,29100,28792,28230,27281,26970,27176,16858,4257939
2014-05-30,29400,29640,28860,28860,28660,28118,27239,26966,27171,-49807,4241081
2014-05-29,29000,29300,28800,29200,28600,28035,27196,26969,27169,48534,4290888
2014-05-28,28380,28700,28180,28660,28464,27963,27151,26970,27167,-693,4242354
2014-05-27,28340,28460,28060,28140,28496,27929,27123,26980,27174,-15514,4243047
2014-05-26,28400,28640,28300,28440,28672,27929,27101,26995,27185,6126,4258561
2014-05-23,28100,28560,28100,28560,28776,27896,27075,27003,27194,46700,4252435
2014-05-22,28820,28960,28520,28520,28776,27843,27043,27011,27203,53015,4205735
2014-05-21,28700,29000,28700,28820,28712,27797,27011,27018,27213,77016,4152720
2014-05-20,28900,29080,28700,29020,28608,27734,26974,27019,27219,43373,4075704
2014-05-19,28560,29000,28160,28960,28404,27653,26919,27017,27222,71359,4032331
2014-05-16,28000,28740,27980,28560,28164,27585,26866,27021,27225,55296,3960972
2014-05-15,28280,28380,28060,28200,27792,27527,26822,27031,27230,31794,3905676
2014-05-14,28180,28300,28020,28300,27552,27487,26780,27042,27236,67258,3873882
2014-05-13,27760,28500,27760,28000,27268,27437,26742,27050,27244,17445,3806624
2014-05-12,26720,27900,26640,27760,27052,27417,26708,27054,27252,-12881,3789179
2014-05-09,27120,27160,26520,26700,26872,27400,26681,27059,27261,1596,3802060
2014-05-08,27100,27100,26880,27000,26972,27459,26673,27079,27275,-52857,3800464
2014-05-07,27000,27120,26800,26880,27124,27506,26649,27092,27288,-77968,3853321
2014-05-02,27080,27180,26880,26920,27344,27542,26626,27103,27301,-53160,3931289
2014-04-30,27600,27620,26520,26860,27588,27586,26597,27118,27312,-20831,3984449
2014-04-29,27780,27900,27020,27200,27772,27600,26561,27136,27323,-24265,4005280
2014-04-28,28080,28120,27640,27760,27832,27579,26524,27157,27336,-21662,4029545
2014-04-25,28400,28560,27960,27980,27800,27534,26486,27175,27344,-31583,4051207
2014-04-24,28180,28180,27980,28140,27716,27470,26446,27192,27352,6453,4082790
2014-04-23,27880,27900,27640,27780,27568,27396,26405,27202,27361,-25742,4076337
2014-04-22,27480,27680,27420,27500,27532,27292,26372,27220,27373,13246,4102079
2014-04-21,27580,27720,27500,27600,27512,27164,26350,27240,27386,1768,4088833
2014-04-18,27400,27580,27400,27560,27472,27057,26323,27257,27397,62461,4087065
2014-04-17,27520,27600,27320,27400,27420,26952,26306,27268,27406,11654,4024604
2014-04-16,27400,27840,27260,27600,27460,26844,26291,27282,27416,21643,4012950
2014-04-15,27720,27740,27380,27400,27424,26733,26269,27292,27425,3279,3991307
2014-04-14,27300,27720,27300,27400,27520,26641,26243,27306,27435,-894,3988028
2014-04-11,27240,27360,27180,27300,27628,26537,26220,27322,27444,-5815,3988922
2014-04-10,27380,27600,27200,27600,27688,26447,26198,27340,27456,48126,3994737
2014-04-09,27880,27900,27280,27420,27728,26357,26176,27353,27464,50462,3946611
2014-04-08,27740,27980,27500,27880,27672,26280,26151,27367,27473,-3164,3896149
2014-04-07,27940,27940,27480,27940,27452,26208,26110,27377,27483,31998,3899313
2014-04-04,27540,27940,27540,27600,27236,26131,26069,27384,27494,-23749,3867315
2014-04-03,27020,27900,27020,27800,27056,26090,26040,27394,27506,42794,3891064
2014-04-02,27000,27140,26860,27140,26828,26026,26011,27401,27517,54966,3848270
2014-04-01,26900,26900,26620,26780,26540,25999,25994,27413,27532,15768,3793304
2014-03-31,26900,26900,26440,26860,26172,25975,25980,27429,27547,60813,3777536
2014-03-28,26400,26760,26400,26700,25892,25957,25969,27442,27563,42881,3716723
2014-03-27,25800,26660,25700,26660,25644,25971,25981,27456,27578,99167,3673842
2014-03-26,25380,25800,24960,25700,25360,25979,26002,27464,27592,76872,3574675
2014-03-25,25380,25400,24820,24940,25296,26036,26043,27478,27611,-1995,3497803
2014-03-24,25200,25480,25180,25460,25420,26123,26099,27497,27634,18482,3499798
2014-03-21,25380,25460,25240,25460,25392,26178,26152,27514,27655,-2304,3481316
2014-03-20,25400,25440,25240,25240,25400,26235,26204,27529,27674,-13814,3483620
2014-03-19,25600,25700,25360,25380,25512,26259,26259,27548,27697,-15245,3497434
2014-03-18,25400,25660,25320,25560,25612,26280,26303,27563,27717,37874,3512679
2014-03-17,25500,25520,25160,25320,25788,26297,26342,27581,27735,-7847,3474805
2014-03-14,25400,25700,25400,25500,26004,26316,26386,27607,27756,-9007,3482652
2014-03-13,25880,26260,25800,25800,26260,26342,26425,27629,27774,-49521,3491659
2014-03-12,26400,26400,25860,25880,26404,26350,26465,27649,27788,-40430,3541180
2014-03-11,26400,26540,26180,26440,26548,26363,26507,27667,27801,2011,3581610
2014-03-10,26400,26600,26340,26400,26520,26352,26546,27679,27813,-41452,3579599
2014-03-07,26780,26780,26580,26780,26540,26309,26591,27688,27826,23034,3621051
2014-03-06,26580,26580,26200,26520,26580,26245,26620,27693,27835,22661,3598017
2014-03-05,26700,26820,26600,26600,26640,26178,26658,27700,27847,18835,3575356
2014-03-04,26400,26580,26300,26300,26688,26085,26692,27701,27863,7469,3556521
2014-03-03,26720,26800,26420,26500,26764,26019,26741,27705,27881,-13144,3549052
2014-02-28,26740,26980,26640,26980,26776,25966,26788,27709,27895,63328,3562196
2014-02-27,26700,26840,26600,26820,26700,25897,26837,27713,27908,28933,3498868
2014-02-26,26740,26860,26500,26840,26480,25839,26888,27713,27921,73700,3469935
2014-02-25,26640,26800,26520,26680,26272,25789,26930,27708,27936,30893,3396235
2014-02-24,26680,26900,26420,26560,26116,25762,26979,27703,27955,-1100,3365342
2014-02-21,26660,26660,26000,26600,25944,25733,27024,27698,27974,111353,3366442
2014-02-20,25800,25920,25620,25720,25828,25731,27064,27692,27991,-3981,3255089
2014-02-19,26000,26000,25600,25800,25876,25769,27116,27687,28013,-22285,3259070
2014-02-18,25700,25980,25640,25900,25944,25795,27176,27681,28032,33922,3281355
2014-02-17,25840,26120,25600,25700,26008,25792,27240,27677,28052,36952,3247433
2014-02-14,25920,26160,25840,26020,25976,25808,27303,27677,28072,30727,3210481
2014-02-13,26000,26400,25800,25960,25872,25806,27357,27676,28091,-7097,3179754
2014-02-12,26620,26620,26100,26140,25716,25821,27399,27676,28112,-1842,3186851
2014-02-11,25620,26300,25440,26220,25436,25809,27436,27674,28132,9847,3188693
2014-02-10,25420,25620,25240,25540,25188,25770,27485,27660,28147,-6048,3178846
2014-02-07,25500,25580,25260,25500,25168,25768,27535,27653,28165,42149,3184894
2014-02-06,24900,25340,24800,25180,25188,25784,27580,27643,28183,14153,3142745
2014-02-05,24900,25100,24680,24740,25284,25829,27639,27637,28203,-10567,3128592
2014-02-04,25260,25260,24980,24980,25504,25899,27711,27640,28223,-90015,3139159
2014-02-03,25720,25760,25420,25440,25736,25946,27789,27644,28242,-29832,3229174
2014-01-29,25600,25760,25540,25600,25844,25983,27865,27646,28258,26073,3259006
2014-01-28,25460,25860,25460,25660,26036,26075,27938,27646,28269,-12961,3232933
2014-01-27,25860,26080,25700,25840,26200,26188,27999,27646,28281,-27526,3245894
2014-01-24,26000,26360,25820,26140,26296,26304,28068,27645,28293,48064,3273420
2014-01-23,26320,26440,25980,25980,26236,26412,28129,27641,28304,-10421,3225356
2014-01-22,26280,26560,26240,26560,26244,26546,28190,27642,28316,23362,3235777
2014-01-21,26300,26540,26220,26480,26128,26645,28231,27640,28326,-20890,3212415
2014-01-20,26100,26380,25920,26320,26084,26748,28272,27638,28335,14336,3233305
2014-01-17,26020,26300,25840,25840,26000,26833,28314,27637,28343,-9504,3218969
2014-01-16,26000,26200,25860,26020,25920,26936,28369,27634,28350,19046,3228473
2014-01-15,26600,26620,25960,25980,25816,27035,28423,27629,28360,-73020,3209427
2014-01-14,25940,26600,25800,26260,25784,27126,28481,27628,28372,-51270,3282447
2014-01-13,25660,25940,25460,25900,25748,27223,28531,27629,28386,73798,3333717
2014-01-10,25500,25720,25440,25440,25796,27348,28582,27629,28401,-92765,3259919
2014-01-09,26140,26140,25500,25500,25892,27516,28644,27636,28416,-57773,3352684
2014-01-08,26000,26080,25740,25820,26028,27695,28698,27642,28433,-34920,3410457
2014-01-07,26000,26360,25900,26080,26352,27832,28749,27646,28448,-55706,3445377
2014-01-06,26060,26400,25920,26140,26720,27968,28791,27637,28464,-5742,3501083
2014-01-03,26000,26220,25740,25920,27124,28093,28832,27625,28481,-85694,3506825
2014-01-02,26960,27100,26040,26180,27600,28258,28879,27613,28502,-44556,3592519
2013-12-30,27920,27940,27200,27440,28096,28416,28915,27606,28521,36042,3637075
2013-12-27,28200,28220,27900,27920,28316,28538,28930,27597,28534,21037,3601033
2013-12-26,28160,28300,28020,28160,28440,28636,28926,27581,28543,90805,3579996
2013-12-24,28600,28640,28300,28300,28412,28698,28912,27569,28550,57403,3489191
2013-12-23,28740,28760,28580,28660,28332,28762,28896,27554,28559,19831,3431788
2013-12-20,28260,28540,28260,28540,28200,28794,28875,27539,28567,1064,3411957
2013-12-19,28360,28680,28360,28540,28052,28817,28854,27524,28577,29274,3410893
2013-12-18,28100,28200,27880,28020,27984,28830,28836,27497,28589,26496,3381619
2013-12-17,28340,28340,27860,27900,28060,28899,28823,27479,28599,14218,3355123
2013-12-16,27820,28080,27660,28000,28240,28993,28820,27466,28607,-3388,3340905
2013-12-13,28200,28220,27800,27800,28456,29067,28828,27453,28613,6927,3344293
2013-12-12,27920,28200,27920,28200,28608,29139,28833,27443,28620,-64307,3337366
2013-12-11,28520,28880,28320,28400,28728,29153,28833,27436,28623,-7484,3401673
2013-12-10,28820,29020,28620,28800,28776,29152,28827,27431,28630,668,3409157
2013-12-09,28800,29080,28800,29080,28860,29168,28813,27418,28636,21425,3408489
2013-12-06,29080,29080,28560,28560,28912,29142,28786,27404,28640,-38227,3387064
2013-12-05,28660,28920,28440,28800,29176,29124,28766,27392,28647,-35995,3425291
2013-12-04,29000,29060,28620,28640,29392,29121,28741,27383,28655,-38978,3461286
2013-12-03,29280,29560,29140,29220,29544,29140,28710,27376,28660,-26156,3500264
2013-12-02,30000,30060,29340,29340,29616,29164,28669,27370,28661,-5438,3526420
2013-11-29,29980,29980,29700,29880,29608,29196,28630,27363,28663,22819,3531858
2013-11-28,29600,29880,29580,29880,29432,29202,28588,27368,28662,92157,3509039
2013-11-27,29340,29520,29200,29400,29216,29173,28538,27376,28659,-6409,3416882
2013-11-26,29160,29580,29100,29580,29216,29203,28485,27386,28658,-9619,3423291
2013-11-25,29020,29440,29020,29300,29256,29214,28426,27396,28653,16970,3432910
2013-11-22,28820,29120,28620,29000,29292,29231,28371,27409,28651,-11665,3415940
2013-11-21,29440,29440,28640,28800,29340,29230,28320,27419,28647,-12810,3427605
2013-11-20,29460,29740,29280,29400,29276,29239,28258,27427,28645,267,3440415
2013-11-19,29660,29780,29540,29780,29072,29211,28187,27430,28640,57692,3440148
2013-11-18,29400,29520,29300,29480,28940,29177,28113,27429,28634,9775,3382456
2013-11-15,28680,29240,28640,29240,28756,29167,28051,27431,28628,22189,3372681
2013-11-14,29100,29100,28480,28480,28548,29177,27995,27439,28626,-46863,3350492
2013-11-13,28900,28980,28380,28380,28600,29216,27954,27450,28625,-14848,3397355
2013-11-12,28800,29320,28720,29120,28728,29247,27911,27463,28622,48048,3412203
2013-11-11,28500,28680,28180,28560,28844,29248,27836,27472,28615,-22176,3364155
2013-11-08,28220,28560,28140,28200,29128,29258,27770,27484,28607,-22100,3386331
2013-11-07,29020,29080,28500,28740,29488,29291,27706,27499,28598,-21574,3408431
2013-11-06,29960,29960,28980,29020,29600,29284,27634,27505,28589,-9302,3430005
2013-11-05,30040,30040,29440,29700,29796,29263,27568,27510,28581,-48819,3439307
2013-11-04,29840,30040,29780,29980,29816,29214,27498,27515,28570,-77399,3488126
2013-11-01,29800,30000,29360,30000,29748,29133,27427,27513,28557,35338,3565525
2013-10-31,29960,30040,29300,29300,29544,29051,27354,27512,28544,-6078,3530187
2013-10-30,29700,30000,29680,30000,29480,28968,27292,27520,28534,30144,3536265
2013-10-29,29800,29800,29560,29800,29248,28835,27222,27526,28523,8065,3506121
2013-10-28,29300,29700,29160,29640,29108,28711,27153,27532,28511,9379,3498056
2013-10-25,29000,29040,28660,28980,29036,28601,27093,27538,28499,10552,3488677
2013-10-24,28620,28980,28580,28980,29128,28516,27049,27544,28489,41043,3478125
2013-10-23,29280,29280,28720,28840,29184,28440,27004,27550,28477,51139,3437082
2013-10-22,29200,29200,28680,29100,29216,28358,26959,27558,28466,78536,3385943
2013-10-21,29500,29780,29080,29280,29224,28289,26898,27564,28452,14631,3307407
2013-10-18,29440,29500,29260,29440,29120,28250,26835,27567,28439,34359,3292776
2013-10-17,29200,29360,29080,29260,29004,28184,26775,27572,28423,28598,3258417
2013-10-16,29380,29380,28900,29000,28872,28131,26727,27574,28412,12508,3229819
2013-10-15,29000,29140,28900,29140,28792,28083,26676,27579,28399,14475,3217311
2013-10-14,28960,28980,28760,28760,28708,28022,26628,27590,28387,-12321,3202836
2013-10-11,28800,28940,28720,28860,28628,27957,26586,27605,28377,10584,3215157
2013-10-10,28420,28640,28420,28600,28528,27883,26543,27618,28365,-17129,3204573
2013-10-08,28340,28660,28340,28600,28336,27818,26482,27632,28357,-9821,3221702
2013-10-07,28740,28740,28500,28720,28084,27728,26418,27651,28349,5338,3231523
2013-10-04,28760,28840,28280,28360,27804,27629,26348,27665,28341,-28211,3226185
2013-10-02,27960,28500,27800,28360,27620,27562,26297,27683,28331,23462,3254396
2013-10-01,27600,27660,27200,27640,27404,27512,26264,27700,28321,12838,3230934
2013-09-30,27320,27640,27200,27340,27368,27474,26237,27721,28314,-4874,3218096
2013-09-27,27500,27540,27260,27320,27340,27416,26226,27744,28311,23982,3222970
2013-09-26,27280,27440,27120,27440,27420,27354,26213,27770,28311,12792,3198988
2013-09-25,27340,27480,27020,27280,27632,27282,26203,27795,28311,35213,3186196
2013-09-24,26840,27580,26760,27460,27800,27213,26194,27820,28312,46984,3150983
2013-09-23,27300,27620,27060,27200,27948,27095,26157,27846,28311,69449,3103999
2013-09-17,28400,28400,27620,27720,28116,26991,26136,27871,28312,4026,3034550
2013-09-16,28460,28500,28220,28500,28156,26874,26112,27890,28309,70525,3030524
2013-09-13,28180,28200,27920,28120,27948,26735,26078,27904,28301,67446,2959999
2013-09-12,28100,28480,27900,28200,27800,26624,26053,27919,28295,197413,2892553
2013-09-11,27960,28040,27700,28040,27620,26514,26039,27927,28288,98921,2695140
2013-09-10,27380,27920,27360,27920,27372,26402,26034,27936,28281,107461,2596219
2013-09-09,27420,27500,27260,27460,27136,26238,26024,27946,28274,62223,2488758
2013-09-06,27400,27500,27160,27380,27048,26095,26023,27963,28266,19662,2426535
2013-09-05,27400,27420,27160,27300,27044,25943,26019,27976,28262,56194,2406873
2013-09-04,26600,27080,26420,26800,26960,25800,26025,27995,28258,5418,2350679
2013-09-03,27280,27280,26520,26740,26836,25714,26042,28025,28256,34269,2345261
2013-09-02,27360,27420,27000,27020,26704,25651,26071,28057,28256,23726,2310992
2013-08-30,27200,27360,27020,27360,26500,25586,26096,28081,28251,114075,2287266
2013-08-29,26340,26960,26280,26880,26208,25498,26147,28104,28245,61531,2173191
2013-08-28,25680,26200,25680,26180,25852,25434,26213,28130,28238,-12196,2111660
2013-08-27,26140,26180,25900,26080,25640,25415,26287,28165,28233,-60107,2123856
2013-08-26,26020,26100,25920,26000,25500,25394,26365,28208,28228,-11731,2183963
2013-08-23,25600,26000,25420,25900,25444,25397,26446,28249,28220,-31318,2195694
2013-08-22,25000,25340,24900,25100,25444,25417,26519,28290,28211,-56156,2227012
2013-08-21,25300,25640,25120,25120,25624,25477,26595,28338,28208,-69701,2283168
2013-08-20,25920,26100,25380,25380,25760,25528,26673,28383,28205,-12266,2352869
2013-08-19,25720,25920,25600,25720,25612,25532,26745,28426,28202,-36716,2365135
2013-08-16,25720,26020,25640,25900,25388,25519,26811,28467,28196,-16121,2401851
2013-08-14,25780,26000,25700,26000,25076,25516,26882,28506,28190,6369,2417972
2013-08-13,24880,25800,24840,25800,24764,25536,26946,28548,28182,75512,2411603
2013-08-12,24600,24960,24500,24640,24620,25544,27015,28590,28172,-11546,2336091
2013-08-09,24580,24820,24400,24600,24788,25625,27107,28634,28176,-14599,2347637
2013-08-08,24260,24700,24260,24340,25012,25707,27197,28677,28181,-18924,2362236
2013-08-07,24740,24800,24440,24440,25264,25802,27292,28724,28185,-26509,2381160
2013-08-06,24900,25440,24900,25080,25496,25828,27377,28769,28190,-38861,2407669
2013-08-05,25660,25660,25480,25480,25640,25811,27451,28807,28192,-1865,2446530
2013-08-02,25860,26000,25640,25720,25676,25763,27531,28840,28194,-24389,2448395
2013-08-01,25700,25760,25480,25600,25744,25744,27598,28869,28199,2556,2472784
2013-07-31,25600,25800,25580,25600,25884,25781,27669,28892,28204,-31754,2470228
2013-07-30,25540,25900,25540,25800,26024,25802,27747,28917,28208,25937,2501982
2013-07-29,25820,26000,25580,25660,26092,25847,27829,28941,28213,11664,2476045
2013-07-26,26280,26380,25980,26060,26052,25890,27911,28967,28218,-23724,2464381
2013-07-25,26340,26440,26160,26300,25932,25929,27983,28990,28219,-26559,2488105
2013-07-24,26140,26340,25900,26300,25840,25953,28038,29012,28217,12628,2514664
2013-07-23,25460,26140,25440,26140,25860,25899,28095,29033,28216,28658,2502036
2013-07-22,25600,25780,25300,25460,25824,25889,28158,29050,28210,11590,2473378
2013-07-19,25760,25900,25280,25460,25984,25929,28229,29066,28210,-47662,2461788
2013-07-18,26500,26500,25840,25840,26140,25981,28299,29090,28212,-101690,2509450
2013-07-17,26020,26600,25720,26400,26220,26018,28369,29117,28213,81210,2611140
2013-07-16,26360,26420,25800,25960,25932,26067,28421,29143,28210,-28684,2529930
2013-07-15,26300,26380,25700,26260,25688,26156,28482,29173,28204,-31175,2558614
2013-07-12,26400,26480,26020,26240,25340,26209,28551,29196,28192,-10057,2589789
2013-07-11,25020,26240,25020,26240,25160,26266,28623,29224,28180,51894,2599846
2013-07-10,24900,25040,24740,24960,25180,26311,28693,29251,28168,-41989,2547952
2013-07-09,24600,25000,24580,24740,25392,26448,28783,29291,28161,-1131,2589941
2013-07-08,25000,25160,24180,24520,25784,26600,28884,29337,28157,28982,2591072
2013-07-05,25720,26300,25200,25340,26184,26799,28982,29391,28154,-36451,2562090
2013-07-04,26040,26340,25920,26340,26484,26959,29069,29436,28145,9643,2598541
2013-07-03,26680,26780,25900,26020,26572,27163,29137,29471,28132,-54061,2588898
2013-07-02,26800,27040,26600,26700,26412,27402,29205,29504,28120,-11373,2642959
2013-07-01,26680,26920,26440,26520,26260,27599,29262,29532,28104,-25368,2654332
2013-06-28,27000,27000,26580,26840,26208,27811,29327,29564,28084,96417,2679700
2013-06-27,25900,26880,25720,26780,26140,28013,29388,29595,28065,-966,2583283
2013-06-26,26020,26100,24900,25220,26100,28186,29445,29629,28048,-2354,2584249
2013-06-25,26020,26360,25760,25940,26532,28409,29534,29681,28036,-33152,2586603
2013-06-24,27000,27000,26260,26260,26892,28601,29605,29719,28025,-76459,2619755
2013-06-21,25880,26660,25800,26500,27104,28774,29669,29749,28014,-125100,2696214
2013-06-20,26860,26960,26520,26580,27280,28933,29730,29773,28003,-55561,2821314
2013-06-19,27640,27700,27280,27380,27392,29113,29785,29798,27990,3597,2876875
2013-06-18,27360,27740,27200,27740,27456,29236,29814,29810,27974,-47540,2873278
2013-06-17,27400,27560,27300,27320,27464,29346,29837,29829,27959,10331,2920818
2013-06-14,27300,27540,27140,27380,27700,29488,29869,29854,27942,-38871,2910487
2013-06-13,27600,27940,27140,27140,27932,29619,29904,29876,27925,-143015,2949358
2013-06-12,27560,28060,27240,27700,28588,29762,29933,29903,27907,36983,3092373
2013-06-11,28220,28380,27560,27780,29208,29854,29965,29927,27886,-9635,3055390
2013-06-10,28400,28860,28280,28500,29780,29941,30009,29944,27869,-16103,3065025
2013-06-07,29500,29700,28480,28540,30232,30031,30043,29953,27852,-157883,3081128
2013-06-05,30980,31060,30420,30420,30700,30092,30065,29963,27838,5948,3239011
2013-06-04,30660,30840,30420,30800,30664,30064,30061,29956,27815,-23583,3233063
2013-06-03,30720,31180,30560,30640,30440,30038,30047,29942,27790,-44599,3256646
2013-05-31,30920,31180,30740,30760,30268,30041,30043,29929,27764,-61836,3301245
2013-05-30,30360,30980,30240,30880,30060,30031,30050,29911,27741,30578,3363081
2013-05-29,29680,30460,29660,30240,29820,30007,30052,29892,27718,27825,3332503
2013-05-28,29620,29920,29620,29680,29808,29976,30061,29875,27696,-16560,3304678
2013-05-27,29800,29980,29740,29780,29840,29978,30081,29863,27678,26826,3321238
2013-05-24,29740,29880,29440,29720,29872,29983,30094,29850,27658,-51355,3294412
2013-05-23,29840,30040,29680,29680,29960,29983,30108,29839,27640,-81186,3345767
2013-05-22,30080,30200,29820,30180,30024,29982,30123,29825,27616,59463,3426953
2013-05-21,30200,30200,29700,29840,29988,29976,30130,29813,27590,34605,3367490
2013-05-20,30040,30240,29920,29940,29928,29959,30149,29801,27569,-9921,3332885
2013-05-16,30020,30280,30000,30160,29844,29945,30165,29782,27545,88884,3342806
2013-05-15,29700,30000,29680,30000,29872,29955,30160,29758,27521,24971,3253922
2013-05-14,29740,30000,29660,30000,29824,29983,30157,29730,27500,23206,3228951
2013-05-13,29420,29600,29240,29540,29796,30006,30156,29698,27477,-7885,3205745
2013-05-10,30280,30280,29520,29520,29944,30046,30160,29673,27456,-48056,3213630
2013-05-09,29800,30400,29780,30300,30180,30110,30164,29653,27434,82598,3261686
2013-05-08,29860,29960,29580,29760,30232,30116,30148,29626,27411,-646,3179088
2013-05-07,30160,30160,29820,29860,30360,30156,30140,29602,27388,37676,3179734
2013-05-06,30800,30800,30240,30280,30312,30183,30115,29576,27361,7158,3142058
2013-05-03,30700,30740,30420,30700,30200,30174,30086,29549,27337,-5715,3134900
2013-05-02,30520,30640,30340,30560,30036,30145,30053,29520,27311,9846,3140615
2013-04-30,29800,30600,29760,30400,29868,30138,30023,29490,27293,74478,3130769
2013-04-29,29820,29840,29500,29620,29720,30143,29996,29461,27276,19402,3056291
2013-04-26,29900,29940,29440,29720,29808,30174,29985,29435,27261,-43297,3036889
2013-04-25,29400,29880,29400,29880,29764,30215,29970,29403,27248,25838,3080186
2013-04-24,29700,29880,29480,29720,29720,30231,29942,29373,27234,15944,3054348
2013-04-23,30000,30060,29480,29660,29848,30249,29904,29341,27222,-30757,3038404
2013-04-22,29800,30060,29300,30060,30028,30275,29882,29311,27211,-8836,3069161
2013-04-19,29300,29840,29100,29500,30108,30267,29865,29275,27199,-611,3077997
2013-04-18,30400,30440,29620,29660,30276,30247,29864,29249,27192,-26813,3078608
2013-04-17,31320,31320,30280,30360,30504,30221,29863,29219,27186,-30958,3105421
2013-04-16,30100,30640,30020,30560,30516,30163,29842,29185,27176,-14030,3136379
2013-04-15,30060,30700,30060,30460,30516,30110,29826,29149,27163,-18829,3150409
2013-04-12,30800,31000,30260,30340,30504,30032,29808,29112,27148,-8043,3169238
2013-04-11,30420,30800,30360,30800,30456,29995,29800,29082,27130,13754,3177281
2013-04-10,30800,30800,30260,30420,30320,29975,29790,29048,27109,-52248,3163527
2013-04-09,30540,30600,30200,30560,30320,29981,29801,29016,27088,-4211,3215775
2013-04-08,30100,30620,29940,30400,30308,29947,29802,28978,27068,1910,3219986
2013-04-05,30100,30320,29860,30100,30276,29935,29806,28941,27050,-54328,3218076
2013-04-04,30340,30380,29980,30120,30364,29929,29804,28908,27032,-6575,3272404
2013-04-03,30520,30560,30180,30420,30380,29943,29802,28877,27011,12668,3278979
2013-04-02,30200,30640,30200,30500,30312,29982,29802,28853,26989,-12025,3266311
2013-04-01,30700,30700,30240,30240,30248,30007,29802,28827,26968,-21740,3278336
2013-03-29,30480,30640,30340,30540,30180,30034,29812,28804,26948,38473,3300076
2013-03-28,30060,30200,29940,30200,29892,30051,29828,28777,26930,40776,3261603
2013-03-27,30300,30320,29740,30080,29680,30068,29832,28753,26914,-659,3220827
2013-03-26,29900,30440,29820,30180,29504,30091,29830,28727,26899,-37797,3221486
